Salary_in_office,Annual Commute Cost,City,Role,Remote Work Expenses,remote_vs_office_cost_ratio,Total Remote salary,Total In-office salary,State,Job_Type,Salary_remote,Avg internet monthly payment,Unnamed: 0,Cost of Living Index,Avg.OfficeRent_per_sqft,Office Rent,Electricity Price (cents per kWh),In-Office Expenses
205000.0,10361.54,Seattle,Data scientist,2247.6000000000004,0.5452219511600757,159747.6,292995.54000000004,Washington,Private,157500.0,80.83,7634,124.6,43.13,77634.0,11.83,87995.54000000001
205000.0,10361.54,Seattle,Data scientist,2247.6000000000004,0.8541003729954387,250247.6,292995.54000000004,Washington,Private,248000.0,80.83,7635,124.6,43.13,77634.0,11.83,87995.54000000001
140000.0,6062.35,Waltham,Data scientist,4494.96,0.6090073741158815,141954.96,233092.35,Massachusetts,Private,137460.0,93.6,7636,114.55,48.35,87030.0,31.22,93092.35
152500.0,8589.18,Boston,Data scientist,4494.96,0.5744576716631855,160494.96,279385.18,Massachusetts,Private,156000.0,93.6,7637,132.6,65.72,118296.0,31.22,126885.18
152500.0,8589.18,Boston,Data scientist,4494.96,0.5887748233460343,164494.96,279385.18,Massachusetts,Private,160000.0,93.6,7638,132.6,65.72,118296.0,31.22,126885.18
152500.0,8589.18,Boston,Data scientist,4494.96,0.6156194827513757,171994.96,279385.18,Massachusetts,Private,167500.0,93.6,7639,132.6,65.72,118296.0,31.22,126885.18
152500.0,8589.18,Boston,Data scientist,4494.96,0.6639398696809903,185494.96,279385.18,Massachusetts,Private,181000.0,93.6,7640,132.6,65.72,118296.0,31.22,126885.18
152500.0,8589.18,Boston,Data scientist,4494.96,0.5118201330507223,142994.96,279385.18,Massachusetts,Private,138500.0,93.6,7641,132.6,65.72,118296.0,31.22,126885.18
69000.0,7073.12,Juncos,Data scientist,3159.0321456953643,0.9864356198856816,139779.03214569535,141701.12,Puerto Rico,Private,136620.0,80.83,7642,113.85,36.46,65628.0,20.26918653421633,72701.12
196500.0,4666.31,Farmington,Data scientist,2361.6,0.8444505045621236,198861.6,235492.31,New Mexico,Private,196500.0,68.46,7643,88.4,19.07,34326.0,14.26,38992.31
136500.0,7073.12,Columbia,Data scientist,2388.0,0.627295540449171,112668.0,179609.12,South Carolina,Private,110280.0,74.17,7644,91.9,20.02,36036.0,13.87,43109.12
132000.0,5590.44,McLean,Data scientist,2602.08,0.6130624710090955,116254.08,189628.44,Virginia,Private,113652.0,86.7,7645,94.71,28.91,52038.0,14.46,57628.44
156000.0,6843.04,Philadelphia,Data scientist,2912.76,0.7339801319285287,169912.76,231495.04,Pennsylvania,Private,167000.0,84.33,7646,103.4,38.14,68652.0,17.6,75495.04
133500.0,5658.26,Charlotte,Data scientist,2426.88,0.6037781756632845,119906.88,198594.26,North Carolina,Private,117480.0,80.83,7647,97.9,33.02,59436.000000000015,13.49,65094.26000000002
113500.0,5151.54,Lackland AFB,Data scientist,2624.52,0.6657354204894231,111884.52,168061.54,Texas,Private,109260.0,80.83,7648,91.05,27.45,49410.0,15.32,54561.54
130500.0,7289.35,Atlanta,Data scientist,2426.88,0.5110832295675869,102426.88,200411.35,Georgia,Private,100000.0,80.83,7649,100.3,34.79,62622.0,13.49,69911.35
130500.0,7289.35,Atlanta,Data scientist,2426.88,0.7730444408462894,154926.88,200411.35,Georgia,Private,152500.0,80.83,7650,100.3,34.79,62622.0,13.49,69911.35
77500.0,4570.38,Richmond,Data scientist,2602.08,0.8268867827970418,102602.08,124082.38,Virginia,Private,100000.0,86.7,7651,99.2,23.34,42012.0,14.46,46582.38
90000.0,3281.58,Augusta,Data scientist,2426.88,0.7391417563813768,100426.88,135869.58000000002,Georgia,Private,98000.0,80.83,7652,91.6,23.66,42588.0,13.49,45869.58
180000.0,5590.44,Sterling,Data scientist,2602.08,0.5151771854843985,116254.08,225658.44,Virginia,Private,113652.0,86.7,7653,94.71,22.26,40068.00000000001,14.46,45658.44000000001
107500.0,6740.21,Denver,Data scientist,2607.24,0.9152463041327557,164607.24,179850.21000000002,Colorado,Private,162000.0,80.83,7654,112.1,36.45,65610.0,15.16,72350.21
112500.0,8059.16,Bridgewater,Data scientist,3098.4,0.6528961581213438,127178.4,194791.16,New Jersey,Private,124080.0,82.79,7655,103.4,41.24,74232.0,19.49,82291.16
185500.0,7073.12,Stamford,Data scientist,3910.92,0.5424001849648717,146950.92,270927.12,Connecticut,Private,143040.0,72.47,7656,119.2,43.53,78354.0,28.16,85427.12
175000.0,7289.35,Atlanta,Data scientist,2426.88,0.4182202253999253,102426.88,244911.35,Georgia,Private,100000.0,80.83,7657,100.3,34.79,62622.0,13.49,69911.35
175000.0,7289.35,Atlanta,Data scientist,2426.88,0.632583504194477,154926.88,244911.35,Georgia,Private,152500.0,80.83,7658,100.3,34.79,62622.0,13.49,69911.35
115000.0,5590.44,Chantilly,Data scientist,2602.08,0.7115718765814704,116254.08,163376.44,Virginia,Private,113652.0,86.7,7659,94.71,23.77,42786.0,14.46,48376.44
121500.0,7073.12,Washington,Data scientist,3159.0321456953643,0.6303477850902379,140659.03214569535,223145.12,District of Columbia,Private,137500.0,80.83,7660,120.1,52.54,94572.0,20.26918653421633,101645.12
121500.0,7073.12,Washington,Data scientist,3159.0321456953643,0.5720897331104322,127659.03214569535,223145.12,District of Columbia,Private,124500.0,80.83,7661,120.1,52.54,94572.0,20.26918653421633,101645.12
121500.0,7073.12,Washington,Data scientist,3159.0321456953643,0.8588986043956299,191659.03214569532,223145.12,District of Columbia,Private,188500.0,80.83,7662,120.1,52.54,94572.0,20.26918653421633,101645.12
136500.0,6758.4,Albany,Data scientist,3601.92,0.5816591731057444,103701.92,178286.4,New York,Private,100100.0,80.83,7663,100.1,19.46,35028.0,24.37,41786.4
115000.0,6024.26,,Data scientist,2912.76,0.6835353515327679,117912.76,172504.26,Pennsylvania,Private,115000.0,84.33,7664,93.45,28.6,51480.0,17.6,57504.26
116500.0,4251.07,San Antonio,Data scientist,2624.52,0.9715317568693008,165124.52,169963.07,Texas,Private,162500.0,80.83,7665,92.7,27.34,49212.0,15.32,53463.07
116500.0,4251.07,San Antonio,Data scientist,2624.52,0.9538808636487912,162124.52,169963.07,Texas,Private,159500.0,80.83,7666,92.7,27.34,49212.0,15.32,53463.07
116500.0,4251.07,San Antonio,Data scientist,2624.52,0.7391283294659245,125624.52,169963.07,Texas,Private,123000.0,80.83,7667,92.7,27.34,49212.0,15.32,53463.07
142000.0,4979.85,,Data scientist,2426.88,0.5214053786870905,102426.88,196443.85,North Carolina,Private,100000.0,80.83,7668,91.84,27.48,49464.0,13.49,54443.85
161000.0,4977.02,Weston,Data scientist,2532.6,0.5450760375724679,124044.6,227573.02,Florida,Private,121512.0,83.25,7669,101.26,34.22,61596.0,14.2,66573.02
137000.0,5245.46,Houston,Data scientist,2624.52,0.5930780495614226,117584.52,198261.46,Texas,Private,114960.0,80.83,7670,95.8,31.12,56016.0,15.32,61261.46
117500.0,4251.07,San Antonio,Data scientist,2624.52,0.9658490573432028,165124.52,170963.07,Texas,Private,162500.0,80.83,7671,92.7,27.34,49212.0,15.32,53463.07
117500.0,4251.07,San Antonio,Data scientist,2624.52,0.9483014080175326,162124.52,170963.07,Texas,Private,159500.0,80.83,7672,92.7,27.34,49212.0,15.32,53463.07
117500.0,4251.07,San Antonio,Data scientist,2624.52,0.7348050078885457,125624.52,170963.07,Texas,Private,123000.0,80.83,7673,92.7,27.34,49212.0,15.32,53463.07
220000.0,6001.22,Laurel,Data scientist,2865.48,0.3279281926088117,87865.48,267941.22,Maryland,Private,85000.0,75.44,7674,101.12,23.3,41940.0,18.15,47941.22
115000.0,3880.78,Wyoming,Data scientist,2958.24,0.7035601210847936,110766.24,157436.78,Michigan,Private,107808.0,80.83,7675,89.84,21.42,38556.00000000001,18.41,42436.780000000006
103000.0,5231.86,Saint Cloud,Data scientist,2341.32,0.779758352379207,120073.32,153987.86000000002,Minnesota,Private,117732.0,68.66,7676,98.11,25.42,45756.00000000001,14.05,50987.86000000001
173000.0,6024.26,Wayne,Data scientist,2912.76,0.4794778804927239,115052.76,239954.26,Pennsylvania,Private,112140.0,84.33,7677,93.45,33.85,60930.0,17.6,66954.26
225000.0,4054.52,Dayton,Data scientist,2695.8,0.3463211395806211,91095.8,263038.52,Ohio,Private,88400.0,80.83,7678,88.4,18.88,33984.0,15.98,38038.52
121000.0,4021.31,Atmore,Data scientist,2499.48,0.6764796876678778,109743.48,162227.31,Alabama,Private,107244.0,74.1,7679,89.37,20.67,37206.00000000001,14.91,41227.310000000005
227000.0,7036.89,Cupertino,Data scientist,4269.360000000001,0.3694961127550134,130019.36,351882.89,California,Private,125750.0,80.83,7680,125.75,65.47,117846.0,30.55,124882.89
158000.0,6062.35,Lowell,Data scientist,4494.96,0.5653496014514181,141954.96,251092.35,Massachusetts,Private,137460.0,93.6,7681,114.55,48.35,87030.0,31.22,93092.35
140000.0,6877.72,Los Angeles,Data scientist,4269.360000000001,0.6540212115226621,153769.36,235113.72000000003,California,Private,149500.0,80.83,7682,140.6,49.02,88236.00000000001,30.55,95113.72000000002
107500.0,4562.82,Columbus,Data scientist,2695.8,0.6424010296952479,96595.8,150366.82,Ohio,Private,93900.0,80.83,7683,93.9,21.28,38304.0,15.98,42866.82
100000.0,4979.85,,Data scientist,2426.88,0.6631981784965864,102426.88,154443.85,North Carolina,Private,100000.0,80.83,7684,91.84,27.48,49464.0,13.49,54443.85
110000.0,8589.18,Boston,Data scientist,4494.96,0.4833352597237194,114494.96,236885.18,Massachusetts,Private,110000.0,93.6,7685,132.6,65.72,118296.0,31.22,126885.18
110000.0,8589.18,Boston,Data scientist,4494.96,0.6078681663411785,143994.96,236885.18,Massachusetts,Private,139500.0,93.6,7686,132.6,65.72,118296.0,31.22,126885.18
110000.0,8589.18,Boston,Data scientist,4494.96,0.664857801572897,157494.96,236885.18,Massachusetts,Private,153000.0,93.6,7687,132.6,65.72,118296.0,31.22,126885.18
110000.0,8589.18,Boston,Data scientist,4494.96,0.9772454317319472,231494.96,236885.18,Massachusetts,Private,227000.0,93.6,7688,132.6,65.72,118296.0,31.22,126885.18
76000.0,5590.44,Herndon,Data scientist,2602.08,0.7208492312834324,97312.08,134996.44,Virginia,Private,94710.0,86.7,7689,94.71,29.67,53406.0,14.46,58996.44
159000.0,8589.18,Boston,Data scientist,4494.96,0.5613965718684683,160494.96,285885.18,Massachusetts,Private,156000.0,93.6,7690,132.6,65.72,118296.0,31.22,126885.18
159000.0,8589.18,Boston,Data scientist,4494.96,0.5753882030541072,164494.96,285885.18,Massachusetts,Private,160000.0,93.6,7691,132.6,65.72,118296.0,31.22,126885.18
159000.0,8589.18,Boston,Data scientist,4494.96,0.6016225115271803,171994.96,285885.18,Massachusetts,Private,167500.0,93.6,7692,132.6,65.72,118296.0,31.22,126885.18
159000.0,8589.18,Boston,Data scientist,4494.96,0.6488442667787117,185494.96,285885.18,Massachusetts,Private,181000.0,93.6,7693,132.6,65.72,118296.0,31.22,126885.18
159000.0,8589.18,Boston,Data scientist,4494.96,0.5001831854312979,142994.96,285885.18,Massachusetts,Private,138500.0,93.6,7694,132.6,65.72,118296.0,31.22,126885.18
178500.0,6659.49,Bellevue,Data scientist,2247.6000000000004,0.6561962136594529,180747.6,275447.49,Washington,Private,178500.0,80.83,7695,107.02,50.16,90288.0,11.83,96947.49
178500.0,6659.49,Bellevue,Data scientist,2247.6000000000004,0.6888703178961624,189747.6,275447.49,Washington,Private,187500.0,80.83,7696,107.02,50.16,90288.0,11.83,96947.49
90000.0,4143.37,Salt Lake City,Data scientist,2018.28,0.9048646550460684,129098.28,142671.37,Utah,Private,127080.0,69.01,7697,105.9,26.96,48528.0,11.02,52671.37
154500.0,6024.26,Horsham,Data scientist,2912.76,0.4545321872305773,96362.76,212004.26,Pennsylvania,Private,93450.0,84.33,7698,93.45,28.6,51480.0,17.6,57504.26
143000.0,4560.93,Cincinnati,Data scientist,2695.8,0.6259174110066892,113575.8,181454.93,Ohio,Private,110880.0,80.83,7699,92.4,18.83,33893.99999999999,15.98,38454.92999999999
156000.0,7041.83,Riverwoods,Data scientist,2696.88,0.4408587948645471,90756.88,205863.83,Illinois,Private,88060.0,80.83,7700,88.06,23.79,42822.0,15.99,49863.83
116500.0,2535.04,Ridgeland,Data scientist,2421.48,0.6584541851913278,105129.48,159661.04,Mississippi,Private,102708.0,80.83,7701,85.59,22.57,40626.0,13.44,43161.04
162500.0,4251.07,San Antonio,Data scientist,2624.52,0.7645960950638458,165124.52,215963.07,Texas,Private,162500.0,80.83,7702,92.7,27.34,49212.0,15.32,53463.07
162500.0,4251.07,San Antonio,Data scientist,2624.52,0.7507048311546969,162124.52,215963.07,Texas,Private,159500.0,80.83,7703,92.7,27.34,49212.0,15.32,53463.07
162500.0,4251.07,San Antonio,Data scientist,2624.52,0.5816944535933852,125624.52,215963.07,Texas,Private,123000.0,80.83,7704,92.7,27.34,49212.0,15.32,53463.07
195000.0,6365.46,Austin,Data scientist,2624.52,0.3565298474684685,98624.52,276623.46,Texas,Private,96000.0,80.83,7705,106.6,41.81,75258.0,15.32,81623.46
195000.0,6365.46,Austin,Data scientist,2624.52,0.4704030525827419,130124.52,276623.46,Texas,Private,127500.0,80.83,7706,106.6,41.81,75258.0,15.32,81623.46
195000.0,6365.46,Austin,Data scientist,2624.52,0.4378678511215209,121124.52,276623.46,Texas,Private,118500.0,80.83,7707,106.6,41.81,75258.0,15.32,81623.46
165000.0,4118.69,El Paso,Data scientist,2624.52,0.7670595563447526,167624.52,218528.69,Texas,Private,165000.0,80.83,7708,88.6,27.45,49410.0,15.32,53528.69
132500.0,3640.73,West Des Moines,Data scientist,2252.76,0.6281200308958567,109628.76,174534.72999999998,Iowa,Private,107376.0,75.86,7709,89.48,21.33,38393.99999999999,12.43,42034.73
196500.0,7036.89,Mountain View,Data scientist,4269.360000000001,0.5127598861169094,189269.36,369118.89,California,Private,185000.0,80.83,7710,125.75,91.99,165582.0,30.55,172618.89
130500.0,5694.89,Minneapolis,Data scientist,2341.32,0.8309375285022926,159341.32,191760.89,Minnesota,Private,157000.0,68.66,7711,105.4,30.87,55566.0,14.05,61260.89
130500.0,5694.89,Minneapolis,Data scientist,2341.32,0.6927445945833898,132841.32,191760.89,Minnesota,Private,130500.0,68.66,7712,105.4,30.87,55566.0,14.05,61260.89
162000.0,6001.22,Fort Meade,Data scientist,2865.48,0.5774305483563034,124209.48,215107.22,Maryland,Private,121344.0,75.44,7713,101.12,26.17,47106.00000000001,18.15,53107.22000000001
160000.0,6001.22,Laurel,Data scientist,2865.48,0.4225496032003659,87865.48,207941.22,Maryland,Private,85000.0,75.44,7714,101.12,23.3,41940.0,18.15,47941.22
130000.0,7036.89,Redlands,Data scientist,4269.360000000001,0.7405206687821169,155169.36,209540.89,California,Private,150900.0,80.83,7715,125.75,40.28,72504.0,30.55,79540.89
139500.0,5579.72,Fort Worth,Data scientist,2624.52,0.5768203080388841,111884.52,193967.72,Texas,Private,109260.0,80.83,7716,91.05,27.16,48888.0,15.32,54467.72
141500.0,4673.91,Madison,Data scientist,2731.44,0.6480018374957043,122131.44,188473.91,Wisconsin,Private,119400.0,80.83,7717,99.5,23.5,42300.0,16.31,46973.91
193500.0,3880.78,Plymouth,Data scientist,2958.24,0.3933182439804426,92798.24,235936.78,Michigan,Private,89840.0,80.83,7718,89.84,21.42,38556.00000000001,18.41,42436.780000000006
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.4682278911057925,155269.36,331610.66000000003,California,Private,151000.0,80.83,7719,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.3566512608490933,118269.36,331610.66000000003,California,Private,114000.0,80.83,7720,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.4817980218126883,159769.36,331610.66000000003,California,Private,155500.0,80.83,7721,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.6898733593184248,228769.36,331610.66000000003,California,Private,224500.0,80.83,7722,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.6898733593184248,228769.36,331610.66000000003,California,Private,224500.0,80.83,7723,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.524016206234142,173769.36,331610.66000000003,California,Private,169500.0,80.83,7724,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.8270824586881494,274269.36,331610.66000000003,California,Private,270000.0,80.83,7725,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.5782967290617255,191769.36,331610.66000000003,California,Private,187500.0,80.83,7726,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.6898733593184248,228769.36,331610.66000000003,California,Private,224500.0,80.83,7727,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.8285902509889156,274769.36,331610.66000000003,California,Private,270500.0,80.83,7728,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.4878291910157531,161769.36,331610.66000000003,California,Private,157500.0,80.83,7729,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.611468159678582,202769.36,331610.66000000003,California,Private,198500.0,80.83,7730,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.5104460755272462,169269.36,331610.66000000003,California,Private,165000.0,80.83,7731,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.9401668812456148,311769.36,331610.66000000003,California,Private,307500.0,80.83,7732,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.4953681525195841,164269.36,331610.66000000003,California,Private,160000.0,80.83,7733,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.524016206234142,173769.36,331610.66000000003,California,Private,169500.0,80.83,7734,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.524016206234142,173769.36,331610.66000000003,California,Private,169500.0,80.83,7735,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.7245525822360475,240269.36,331610.66000000003,California,Private,236000.0,80.83,7736,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.4561655526996628,151269.36,331610.66000000003,California,Private,147000.0,80.83,7737,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.6159915365808806,204269.36,331610.66000000003,California,Private,200000.0,80.83,7738,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.4953681525195841,164269.36,331610.66000000003,California,Private,160000.0,80.83,7739,178.6,62.2,111960.0,30.55,124610.66
207000.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.6506707594985034,215769.36,331610.66000000003,California,Private,211500.0,80.83,7740,178.6,62.2,111960.0,30.55,124610.66
150500.0,6001.22,Windsor Mill,Data scientist,2865.48,0.7532418545864926,153365.48,203607.22,Maryland,Private,150500.0,75.44,7741,101.12,26.17,47106.00000000001,18.15,53107.22000000001
130000.0,6177.73,Aurora,Data scientist,2607.24,0.6487558943580817,110907.24,170953.72999999998,Colorado,Private,108300.0,80.83,7742,108.3,19.32,34776.0,15.16,40953.73
11500.0,6877.72,Los Angeles,Data scientist,4269.360000000001,1.273469868606029,135769.36,106613.72000000002,California,Private,131500.0,80.83,7743,140.6,49.02,88236.00000000001,30.55,95113.72000000002
11500.0,6877.72,Los Angeles,Data scientist,4269.360000000001,1.6814848970657807,179269.36,106613.72000000002,California,Private,175000.0,80.83,7744,140.6,49.02,88236.00000000001,30.55,95113.72000000002
11500.0,6877.72,Los Angeles,Data scientist,4269.360000000001,1.0249089891995138,109269.36,106613.72000000002,California,Private,105000.0,80.83,7745,140.6,49.02,88236.00000000001,30.55,95113.72000000002
11500.0,6877.72,Los Angeles,Data scientist,4269.360000000001,1.6298967900191454,173769.36,106613.72000000002,California,Private,169500.0,80.83,7746,140.6,49.02,88236.00000000001,30.55,95113.72000000002
127000.0,4541.57,Miami,Data scientist,2532.6,0.6118749061927315,134652.6,220065.57,Florida,Private,132120.0,83.25,7747,110.1,49.18,88524.0,14.2,93065.57
123500.0,6024.26,Malvern,Data scientist,2912.76,0.6356356474703965,115052.76,181004.26,Pennsylvania,Private,112140.0,84.33,7748,93.45,28.6,51480.0,17.6,57504.26
162500.0,7036.89,Poway,Data scientist,4269.360000000001,0.641087379905106,155169.36,242040.89,California,Private,150900.0,80.83,7749,125.75,40.28,72504.0,30.55,79540.89
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.5659282226786316,199269.36,352110.66000000003,California,Private,195000.0,80.83,7750,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.4707876779419287,165769.36,352110.66000000003,California,Private,161500.0,80.83,7751,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.5488881251138491,193269.36,352110.66000000003,California,Private,189000.0,80.83,7752,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.5488881251138491,193269.36,352110.66000000003,California,Private,189000.0,80.83,7753,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.4977678324195012,175269.36,352110.66000000003,California,Private,171000.0,80.83,7754,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.6766888568497187,238269.36,352110.66000000003,California,Private,234000.0,80.83,7755,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.2748265559469287,96769.36,352110.66000000003,California,Private,92500.0,80.83,7756,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.5517281413746462,194269.36,352110.66000000003,California,Private,190000.0,80.83,7757,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.5375280600706607,189269.36,352110.66000000003,California,Private,185000.0,80.83,7758,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.644028669850552,226769.36,352110.66000000003,California,Private,222500.0,80.83,7759,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.507707889332291,178769.36,352110.66000000003,California,Private,174500.0,80.83,7760,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.409727328334791,144269.36,352110.66000000003,California,Private,140000.0,80.83,7761,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.6255685641553709,220269.36,352110.66000000003,California,Private,216000.0,80.83,7762,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.6369286291985592,224269.36,352110.66000000003,California,Private,220000.0,80.83,7763,178.6,62.2,111960.0,30.55,124610.66
227500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.561668198287436,197769.36,352110.66000000003,California,Private,193500.0,80.83,7764,178.6,62.2,111960.0,30.55,124610.66
157000.0,4251.07,San Antonio,Data scientist,2624.52,0.4529275373584543,95324.52,210463.07,Texas,Private,92700.0,80.83,7765,92.7,27.34,49212.0,15.32,53463.07
148000.0,10354.08,Sunnyvale,Data scientist,4269.360000000001,0.5439596211257937,166769.36,306584.08,California,Private,162500.0,80.83,7766,125.75,82.35,148230.0,30.55,158584.08
115000.0,4951.76,Huntsville,Data scientist,2499.48,0.5687720809703086,93799.48,164915.76,Alabama,Private,91300.0,74.1,7767,91.3,24.98,44964.0,14.91,49915.76
200000.0,6024.26,Plymouth Meeting,Data scientist,2912.76,0.3689059617645818,96362.76,261212.26,Pennsylvania,Private,93450.0,84.33,7768,93.45,30.66,55188.0,17.6,61212.26
57500.0,4251.07,San Antonio,Data scientist,2624.52,1.4881033843061475,165124.52,110963.07,Texas,Private,162500.0,80.83,7769,92.7,27.34,49212.0,15.32,53463.07
57500.0,4251.07,San Antonio,Data scientist,2624.52,1.4610673623215362,162124.52,110963.07,Texas,Private,159500.0,80.83,7770,92.7,27.34,49212.0,15.32,53463.07
57500.0,4251.07,San Antonio,Data scientist,2624.52,1.1321290948420948,125624.52,110963.07,Texas,Private,123000.0,80.83,7771,92.7,27.34,49212.0,15.32,53463.07
225000.0,3902.3,Offutt A F B,Data scientist,2134.2,0.354424259195689,94264.2,265964.3,Nebraska,Private,92130.0,80.83,7772,92.13,20.59,37062.0,10.78,40964.3
109000.0,6024.26,Chesterbrook,Data scientist,2912.76,0.6909898881866445,115052.76,166504.26,Pennsylvania,Private,112140.0,84.33,7773,93.45,28.6,51480.0,17.6,57504.26
159500.0,5658.26,Charlotte,Data scientist,2426.88,0.5338822105248816,119906.88,224594.26,North Carolina,Private,117480.0,80.83,7774,97.9,33.02,59436.000000000015,13.49,65094.26000000002
122500.0,5740.88,Greenwood Village,Data scientist,2607.24,0.6169228982380631,110907.24,179774.88,Colorado,Private,108300.0,80.83,7775,108.3,28.63,51534.0,15.16,57274.88
136500.0,6024.26,Malvern,Data scientist,2912.76,0.5930424414391725,115052.76,194004.26,Pennsylvania,Private,112140.0,84.33,7776,93.45,28.6,51480.0,17.6,57504.26
99000.0,6843.04,Philadelphia,Data scientist,2912.76,0.9737397693367102,169912.76,174495.03999999998,Pennsylvania,Private,167000.0,84.33,7777,103.4,38.14,68652.0,17.6,75495.04
149500.0,5194.3,Durham,Data scientist,2426.88,0.5930529635689509,122186.88,206030.3,North Carolina,Private,119760.0,80.83,7778,99.8,28.52,51336.0,13.49,56530.3
107000.0,4054.52,Van Wert,Data scientist,2695.8,0.6179538211290745,91495.8,148062.52,Ohio,Private,88800.0,80.83,7779,88.8,20.56,37008.0,15.98,41062.52
211000.0,8394.62,San Jose,Data scientist,4269.360000000001,0.7031297126826026,212469.36,302176.62,California,Private,208200.0,80.83,7780,173.5,45.99,82782.0,30.55,91176.62
98500.0,3992.84,Fort Wayne,Data scientist,2527.32,0.6732597300368318,89327.32,132678.84,Indiana,Private,86800.0,80.83,7781,86.8,16.77,30186.0,14.42,34178.84
134000.0,8319.68,Chicago,Data scientist,2696.88,0.6707150584315567,136696.88,203807.68,Illinois,Private,134000.0,80.83,7782,100.1,34.16,61487.99999999999,15.99,69807.68
134000.0,8319.68,Chicago,Data scientist,2696.88,0.7492204415456768,152696.88,203807.68,Illinois,Private,150000.0,80.83,7783,100.1,34.16,61487.99999999999,15.99,69807.68
171500.0,6851.36,Glendale,Data scientist,4269.360000000001,0.6267003816195779,155169.36,247597.36,California,Private,150900.0,80.83,7784,125.75,38.47,69246.0,30.55,76097.36
192000.0,5590.44,Dahlgren,Data scientist,2602.08,0.4657084745632349,116254.08,249628.44,Virginia,Private,113652.0,86.7,7785,94.71,28.91,52038.0,14.46,57628.44
263000.0,7036.89,Foster City,Data scientist,4269.360000000001,0.334287358808082,130019.36,388944.89,California,Private,125750.0,80.83,7786,125.75,66.06,118908.0,30.55,125944.89
187500.0,12650.66,San Francisco,Data scientist,4269.360000000001,0.6384573984111916,199269.36,312110.66000000003,California,Private,195000.0,80.83,7787,178.6,62.2,111960.0,30.55,124610.66
