,Role,Sector,Experience,City,State,Salary_in_office,Salary_remote,Avg.OfficeRent_per_sqft,Office Rent,Annual Commute Cost,Avg internet monthly payment,Electricity Price (cents per kWh),Cost of Living Index,National_Avg_Salary,In-Office Expenses,Remote Work Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio,lat,lng
9143,Data scientist,Private,Mid,San Francisco,California,250000.0,147000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,374610.66,151269.36,0.4,37.7558,-122.4449
9144,Data scientist,Private,Mid,San Francisco,California,250000.0,200000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,374610.66,204269.36,0.55,37.7558,-122.4449
9145,Data scientist,Private,Mid,San Francisco,California,250000.0,160000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,374610.66,164269.36,0.44,37.7558,-122.4449
9146,Data scientist,Private,Mid,San Francisco,California,250000.0,211500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,374610.66,215769.36,0.58,37.7558,-122.4449
9147,Data scientist,Private,Senior,Santa Clara,California,270500.0,214500.0,48.72,87696.0,7036.89,80.83,30.55,125.75,120000.0,94732.89,4269.36,365232.89,218769.36,0.6,37.3646,-121.968
9148,Data scientist,Private,Senior,Chicago,Illinois,119500.0,134000.0,34.16,61488.0,8319.68,80.83,15.99,100.1,120000.0,69807.68,2696.88,189307.68,136696.88,0.72,41.8375,-87.6866
9149,Data scientist,Private,Senior,Chicago,Illinois,119500.0,150000.0,34.16,61488.0,8319.68,80.83,15.99,100.1,120000.0,69807.68,2696.88,189307.68,152696.88,0.81,41.8375,-87.6866
9150,Data scientist,Private,Senior,Cupertino,California,244000.0,150900.0,65.47,117846.0,7036.89,80.83,30.55,125.75,120000.0,124882.89,4269.36,368882.89,155169.36,0.42,37.3168,-122.0466
9151,Data scientist,Private,Senior,Mountain View,California,231500.0,185000.0,91.99,165582.0,7036.89,80.83,30.55,125.75,120000.0,172618.89,4269.36,404118.89,189269.36,0.47,37.4001,-122.0796
9152,Data scientist,Private,Senior,Irving,Texas,122500.0,109260.0,28.59,51462.0,5115.9,80.83,15.32,91.05,120000.0,56577.9,2624.52,179077.9,111884.52,0.62,32.8583,-96.9702
9153,Data scientist,Private,Senior,Seattle,Washington,284000.0,165500.0,43.13,77634.0,10361.54,80.83,11.83,124.6,120000.0,87995.54,2247.6,371995.54,167747.6,0.45,47.6211,-122.3244
9154,Data scientist,Private,Senior,Seattle,Washington,284000.0,157500.0,43.13,77634.0,10361.54,80.83,11.83,124.6,120000.0,87995.54,2247.6,371995.54,159747.6,0.43,47.6211,-122.3244
9155,Data scientist,Private,Senior,Seattle,Washington,284000.0,248000.0,43.13,77634.0,10361.54,80.83,11.83,124.6,120000.0,87995.54,2247.6,371995.54,250247.6,0.67,47.6211,-122.3244
9156,Data scientist,Private,Mid,San Jose,California,213500.0,173500.0,45.99,82782.0,8394.62,80.83,30.55,173.5,100000.0,91176.62,4269.36,304676.62,177769.36,0.58,37.3012,-121.848
9157,Data scientist,Private,Senior,New York,New York,190000.0,187500.0,33.56,60408.0,10831.74,80.83,24.37,128.0,120000.0,71239.74,3601.92,261239.74,191101.92,0.73,40.6943,-73.9249
9158,Data scientist,Private,Senior,New York,New York,190000.0,183000.0,33.56,60408.0,10831.74,80.83,24.37,128.0,120000.0,71239.74,3601.92,261239.74,186601.92,0.71,40.6943,-73.9249
9159,Data scientist,Private,Senior,New York,New York,190000.0,213500.0,33.56,60408.0,10831.74,80.83,24.37,128.0,120000.0,71239.74,3601.92,261239.74,217101.92,0.83,40.6943,-73.9249
9160,Data scientist,Private,Senior,New York,New York,190000.0,197500.0,33.56,60408.0,10831.74,80.83,24.37,128.0,120000.0,71239.74,3601.92,261239.74,201101.92,0.77,40.6943,-73.9249
9161,Data scientist,Private,Senior,New York,New York,190000.0,170000.0,33.56,60408.0,10831.74,80.83,24.37,128.0,120000.0,71239.74,3601.92,261239.74,173601.92,0.66,40.6943,-73.9249
9162,Data scientist,Private,Mid,Lemont,Illinois,90500.0,88060.0,23.79,42822.0,7041.83,80.83,15.99,88.06,100000.0,49863.83,2696.88,140363.83,90756.88,0.65,41.6695,-87.9838
9163,Data scientist,Private,Senior,Cupertino,California,244000.0,150900.0,65.47,117846.0,7036.89,80.83,30.55,125.75,120000.0,124882.89,4269.36,368882.89,155169.36,0.42,37.3168,-122.0466
9164,Data scientist,Private,Senior,San Francisco,California,344500.0,195000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,199269.36,0.42,37.7558,-122.4449
9165,Data scientist,Private,Senior,San Francisco,California,344500.0,161500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,165769.36,0.35,37.7558,-122.4449
9166,Data scientist,Private,Senior,San Francisco,California,344500.0,189000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,193269.36,0.41,37.7558,-122.4449
9167,Data scientist,Private,Senior,San Francisco,California,344500.0,189000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,193269.36,0.41,37.7558,-122.4449
9168,Data scientist,Private,Senior,San Francisco,California,344500.0,171000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,175269.36,0.37,37.7558,-122.4449
9169,Data scientist,Private,Senior,San Francisco,California,344500.0,234000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,238269.36,0.51,37.7558,-122.4449
9170,Data scientist,Private,Senior,San Francisco,California,344500.0,92500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,96769.36,0.21,37.7558,-122.4449
9171,Data scientist,Private,Senior,San Francisco,California,344500.0,190000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,194269.36,0.41,37.7558,-122.4449
9172,Data scientist,Private,Senior,San Francisco,California,344500.0,185000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,189269.36,0.4,37.7558,-122.4449
9173,Data scientist,Private,Senior,San Francisco,California,344500.0,222500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,226769.36,0.48,37.7558,-122.4449
9174,Data scientist,Private,Senior,San Francisco,California,344500.0,174500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,178769.36,0.38,37.7558,-122.4449
9175,Data scientist,Private,Senior,San Francisco,California,344500.0,140000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,144269.36,0.31,37.7558,-122.4449
9176,Data scientist,Private,Senior,San Francisco,California,344500.0,216000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,220269.36,0.47,37.7558,-122.4449
9177,Data scientist,Private,Senior,San Francisco,California,344500.0,220000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,224269.36,0.48,37.7558,-122.4449
9178,Data scientist,Private,Senior,San Francisco,California,344500.0,193500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,469110.66,197769.36,0.42,37.7558,-122.4449
9179,Data scientist,Private,Senior,San Francisco,California,199500.0,195000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,199269.36,0.61,37.7558,-122.4449
9180,Data scientist,Private,Senior,San Francisco,California,199500.0,161500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,165769.36,0.51,37.7558,-122.4449
9181,Data scientist,Private,Senior,San Francisco,California,199500.0,189000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,193269.36,0.6,37.7558,-122.4449
9182,Data scientist,Private,Senior,San Francisco,California,199500.0,189000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,193269.36,0.6,37.7558,-122.4449
9183,Data scientist,Private,Senior,San Francisco,California,199500.0,171000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,175269.36,0.54,37.7558,-122.4449
9184,Data scientist,Private,Senior,San Francisco,California,199500.0,234000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,238269.36,0.74,37.7558,-122.4449
9185,Data scientist,Private,Senior,San Francisco,California,199500.0,92500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,96769.36,0.3,37.7558,-122.4449
9186,Data scientist,Private,Senior,San Francisco,California,199500.0,190000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,194269.36,0.6,37.7558,-122.4449
9187,Data scientist,Private,Senior,San Francisco,California,199500.0,185000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,189269.36,0.58,37.7558,-122.4449
9188,Data scientist,Private,Senior,San Francisco,California,199500.0,222500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,226769.36,0.7,37.7558,-122.4449
9189,Data scientist,Private,Senior,San Francisco,California,199500.0,174500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,178769.36,0.55,37.7558,-122.4449
9190,Data scientist,Private,Senior,San Francisco,California,199500.0,140000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,144269.36,0.45,37.7558,-122.4449
9191,Data scientist,Private,Senior,San Francisco,California,199500.0,216000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,220269.36,0.68,37.7558,-122.4449
9192,Data scientist,Private,Senior,San Francisco,California,199500.0,220000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,224269.36,0.69,37.7558,-122.4449
9193,Data scientist,Private,Senior,San Francisco,California,199500.0,193500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,324110.66,197769.36,0.61,37.7558,-122.4449
9194,Data scientist,Private,Senior,Cupertino,California,203500.0,150900.0,65.47,117846.0,7036.89,80.83,30.55,125.75,120000.0,124882.89,4269.36,328382.89,155169.36,0.47,37.3168,-122.0466
9195,Data scientist,Private,Mid,Austin,Texas,201500.0,243500.0,41.81,75258.0,6365.46,80.83,15.32,106.6,100000.0,81623.46,2624.52,283123.46,246124.52,0.87,30.3005,-97.7522
9196,Data scientist,Private,Mid,Austin,Texas,201500.0,245000.0,41.81,75258.0,6365.46,80.83,15.32,106.6,100000.0,81623.46,2624.52,283123.46,247624.52,0.87,30.3005,-97.7522
9197,Data scientist,Private,Mid,Austin,Texas,201500.0,121000.0,41.81,75258.0,6365.46,80.83,15.32,106.6,100000.0,81623.46,2624.52,283123.46,123624.52,0.44,30.3005,-97.7522
9198,Data scientist,Private,Senior,Palo Alto,California,218500.0,150900.0,87.75,157950.0,7036.89,80.83,30.55,125.75,120000.0,164986.89,4269.36,383486.89,155169.36,0.4,37.3905,-122.1468
9199,Data scientist,Private,Senior,Santa Clara,California,137000.0,214500.0,48.72,87696.0,7036.89,80.83,30.55,125.75,120000.0,94732.89,4269.36,231732.89,218769.36,0.94,37.3646,-121.968
9200,Data scientist,Private,Mid,San Jose,California,209000.0,173500.0,45.99,82782.0,8394.62,80.83,30.55,173.5,100000.0,91176.62,4269.36,300176.62,177769.36,0.59,37.3012,-121.848
9201,Data scientist,Private,Senior,Milpitas,California,209000.0,150900.0,31.86,57348.0,7036.89,80.83,30.55,125.75,120000.0,64384.89,4269.36,273384.89,155169.36,0.57,37.4336,-121.8921
9202,Data scientist,Private,Mid,Dallas,Texas,125000.0,236000.0,26.83,48294.0,5360.48,80.83,15.32,98.5,100000.0,53654.48,2624.52,178654.48,238624.52,1.34,32.7935,-96.7667
9203,Data scientist,Private,Mid,Dallas,Texas,125000.0,134500.0,26.83,48294.0,5360.48,80.83,15.32,98.5,100000.0,53654.48,2624.52,178654.48,137124.52,0.77,32.7935,-96.7667
9204,Data scientist,Private,Mid,Dallas,Texas,125000.0,97500.0,26.83,48294.0,5360.48,80.83,15.32,98.5,100000.0,53654.48,2624.52,178654.48,100124.52,0.56,32.7935,-96.7667
9205,Data scientist,Private,Senior,Arden Hills,Minnesota,185500.0,117732.0,25.42,45756.0,5231.86,68.66,14.05,98.11,120000.0,50987.86,2341.32,236487.86,120073.32,0.51,45.0721,-93.167
9206,Data scientist,Private,Senior,Santa Clara,California,272000.0,214500.0,48.72,87696.0,7036.89,80.83,30.55,125.75,120000.0,94732.89,4269.36,366732.89,218769.36,0.6,37.3646,-121.968
9207,Data scientist,Private,Senior,Santa Clara,California,244000.0,214500.0,48.72,87696.0,7036.89,80.83,30.55,125.75,120000.0,94732.89,4269.36,338732.89,218769.36,0.65,37.3646,-121.968
9208,Data scientist,Private,Mid,Cupertino,California,260500.0,125750.0,65.47,117846.0,7036.89,80.83,30.55,125.75,100000.0,124882.89,4269.36,385382.89,130019.36,0.34,37.3168,-122.0466
9209,Data scientist,Private,Senior,New York,New York,253000.0,187500.0,33.56,60408.0,10831.74,80.83,24.37,128.0,120000.0,71239.74,3601.92,324239.74,191101.92,0.59,40.6943,-73.9249
9210,Data scientist,Private,Senior,New York,New York,253000.0,183000.0,33.56,60408.0,10831.74,80.83,24.37,128.0,120000.0,71239.74,3601.92,324239.74,186601.92,0.58,40.6943,-73.9249
9211,Data scientist,Private,Senior,New York,New York,253000.0,213500.0,33.56,60408.0,10831.74,80.83,24.37,128.0,120000.0,71239.74,3601.92,324239.74,217101.92,0.67,40.6943,-73.9249
9212,Data scientist,Private,Senior,New York,New York,253000.0,197500.0,33.56,60408.0,10831.74,80.83,24.37,128.0,120000.0,71239.74,3601.92,324239.74,201101.92,0.62,40.6943,-73.9249
9213,Data scientist,Private,Senior,New York,New York,253000.0,170000.0,33.56,60408.0,10831.74,80.83,24.37,128.0,120000.0,71239.74,3601.92,324239.74,173601.92,0.54,40.6943,-73.9249
9214,Data scientist,Private,Senior,Mountain View,California,228500.0,185000.0,91.99,165582.0,7036.89,80.83,30.55,125.75,120000.0,172618.89,4269.36,401118.89,189269.36,0.47,37.4001,-122.0796
9215,Data scientist,Private,Mid,Oak Ridge,Tennessee,93500.0,90390.0,27.17,48906.0,4096.03,80.83,13.04,90.39,100000.0,53002.03,2378.28,146502.03,92768.28,0.63,35.9639,-84.2938
9216,Data scientist,Private,Senior,Austin,Texas,40105.0,96000.0,41.81,75258.0,6365.46,80.83,15.32,106.6,120000.0,81623.46,2624.52,121728.46,98624.52,0.81,30.3005,-97.7522
9217,Data scientist,Private,Senior,Austin,Texas,40105.0,127500.0,41.81,75258.0,6365.46,80.83,15.32,106.6,120000.0,81623.46,2624.52,121728.46,130124.52,1.07,30.3005,-97.7522
9218,Data scientist,Private,Senior,Austin,Texas,40105.0,118500.0,41.81,75258.0,6365.46,80.83,15.32,106.6,120000.0,81623.46,2624.52,121728.46,121124.52,1.0,30.3005,-97.7522
9219,Data scientist,Private,Senior,Bentonville,Arkansas,57500.0,103248.0,19.74,35532.0,3854.67,80.01,11.74,86.04,120000.0,39386.67,2228.04,96886.67,105476.04,1.09,36.3547,-94.2305
9220,Data scientist,Private,Senior,San Francisco,California,220500.0,195000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,199269.36,0.58,37.7558,-122.4449
9221,Data scientist,Private,Senior,San Francisco,California,220500.0,161500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,165769.36,0.48,37.7558,-122.4449
9222,Data scientist,Private,Senior,San Francisco,California,220500.0,189000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,193269.36,0.56,37.7558,-122.4449
9223,Data scientist,Private,Senior,San Francisco,California,220500.0,189000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,193269.36,0.56,37.7558,-122.4449
9224,Data scientist,Private,Senior,San Francisco,California,220500.0,171000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,175269.36,0.51,37.7558,-122.4449
9225,Data scientist,Private,Senior,San Francisco,California,220500.0,234000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,238269.36,0.69,37.7558,-122.4449
9226,Data scientist,Private,Senior,San Francisco,California,220500.0,92500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,96769.36,0.28,37.7558,-122.4449
9227,Data scientist,Private,Senior,San Francisco,California,220500.0,190000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,194269.36,0.56,37.7558,-122.4449
9228,Data scientist,Private,Senior,San Francisco,California,220500.0,185000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,189269.36,0.55,37.7558,-122.4449
9229,Data scientist,Private,Senior,San Francisco,California,220500.0,222500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,226769.36,0.66,37.7558,-122.4449
9230,Data scientist,Private,Senior,San Francisco,California,220500.0,174500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,178769.36,0.52,37.7558,-122.4449
9231,Data scientist,Private,Senior,San Francisco,California,220500.0,140000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,144269.36,0.42,37.7558,-122.4449
9232,Data scientist,Private,Senior,San Francisco,California,220500.0,216000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,220269.36,0.64,37.7558,-122.4449
9233,Data scientist,Private,Senior,San Francisco,California,220500.0,220000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,224269.36,0.65,37.7558,-122.4449
9234,Data scientist,Private,Senior,San Francisco,California,220500.0,193500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,345110.66,197769.36,0.57,37.7558,-122.4449
9235,Data scientist,Private,Senior,Houston,Texas,100000.0,114960.0,31.12,56016.0,5245.46,80.83,15.32,95.8,120000.0,61261.46,2624.52,161261.46,117584.52,0.73,29.786,-95.3885
9236,Data scientist,Private,Mid,Cupertino,California,237000.0,125750.0,65.47,117846.0,7036.89,80.83,30.55,125.75,100000.0,124882.89,4269.36,361882.89,130019.36,0.36,37.3168,-122.0466
9237,Data scientist,Private,Mid,Carlsbad,California,74000.0,125750.0,36.01,64818.0,7036.89,80.83,30.55,125.75,100000.0,71854.89,4269.36,145854.89,130019.36,0.89,33.1246,-117.2834
9238,Data scientist,Private,Senior,Seattle,Washington,259000.0,165500.0,43.13,77634.0,10361.54,80.83,11.83,124.6,120000.0,87995.54,2247.6,346995.54,167747.6,0.48,47.6211,-122.3244
9239,Data scientist,Private,Senior,Seattle,Washington,259000.0,157500.0,43.13,77634.0,10361.54,80.83,11.83,124.6,120000.0,87995.54,2247.6,346995.54,159747.6,0.46,47.6211,-122.3244
9240,Data scientist,Private,Senior,Seattle,Washington,259000.0,248000.0,43.13,77634.0,10361.54,80.83,11.83,124.6,120000.0,87995.54,2247.6,346995.54,250247.6,0.72,47.6211,-122.3244
9241,Data scientist,Private,Mid,,Maryland,149000.0,101120.0,26.17,47106.0,6001.22,75.44,18.15,101.12,100000.0,53107.22,2865.48,202107.22,103985.48,0.51,,
9242,Data scientist,Private,Mid,Cupertino,California,250500.0,125750.0,65.47,117846.0,7036.89,80.83,30.55,125.75,100000.0,124882.89,4269.36,375382.89,130019.36,0.35,37.3168,-122.0466
9243,Data scientist,Private,Mid,New Haven,Connecticut,86500.0,107700.0,31.06,55908.0,7073.12,72.47,28.16,107.7,100000.0,62981.12,3910.92,149481.12,111610.92,0.75,41.3113,-72.9246
9244,Data scientist,Private,Senior,Menlo Park,California,180000.0,150900.0,111.56,200808.0,7036.89,80.83,30.55,125.75,120000.0,207844.89,4269.36,387844.89,155169.36,0.4,37.4685,-122.1673
9245,Data scientist,Private,Mid,Collegeville,Pennsylvania,131000.0,93450.0,28.6,51480.0,6024.26,84.33,17.6,93.45,100000.0,57504.26,2912.76,188504.26,96362.76,0.51,40.1873,-75.4581
9246,Data scientist,Private,Senior,Boise,Idaho,165500.0,113964.0,21.3,38340.0,4351.75,64.88,10.97,94.97,120000.0,42691.75,1963.32,208191.75,115927.32,0.56,43.6005,-116.2308
9247,Data scientist,Private,Senior,Cambridge,Massachusetts,130000.0,137460.0,48.35,87030.0,6062.35,93.6,31.22,114.55,120000.0,93092.35,4494.96,223092.35,141954.96,0.64,42.3759,-71.1185
9248,Data scientist,Private,Senior,Las Vegas,Nevada,94500.0,120840.0,30.23,54414.0,5392.82,80.83,14.88,100.7,120000.0,59806.82,2577.0,154306.82,123417.0,0.8,36.2333,-115.2654
9249,Data scientist,Private,Senior,Lake Forest,Illinois,162500.0,162500.0,23.79,42822.0,7041.83,80.83,15.99,88.06,120000.0,49863.83,2696.88,212363.83,165196.88,0.78,42.238,-87.8596
9250,Data scientist,Private,Mid,Thousand Oaks,California,153500.0,125750.0,30.31,54558.0,7036.89,80.83,30.55,125.75,100000.0,61594.89,4269.36,215094.89,130019.36,0.6,34.1914,-118.8756
9251,Data scientist,Private,Senior,Austin,Texas,192500.0,96000.0,41.81,75258.0,6365.46,80.83,15.32,106.6,120000.0,81623.46,2624.52,274123.46,98624.52,0.36,30.3005,-97.7522
9252,Data scientist,Private,Senior,Austin,Texas,192500.0,127500.0,41.81,75258.0,6365.46,80.83,15.32,106.6,120000.0,81623.46,2624.52,274123.46,130124.52,0.47,30.3005,-97.7522
9253,Data scientist,Private,Senior,Austin,Texas,192500.0,118500.0,41.81,75258.0,6365.46,80.83,15.32,106.6,120000.0,81623.46,2624.52,274123.46,121124.52,0.44,30.3005,-97.7522
9254,Data scientist,Private,Mid,Menlo Park,California,192500.0,125750.0,111.56,200808.0,7036.89,80.83,30.55,125.75,100000.0,207844.89,4269.36,400344.89,130019.36,0.32,37.4685,-122.1673
9255,Data scientist,Private,Senior,North Quincy,Massachusetts,110500.0,137460.0,48.35,87030.0,6062.35,93.6,31.22,114.55,120000.0,93092.35,4494.96,203592.35,141954.96,0.7,,
9256,Data scientist,Private,Senior,San Francisco,California,190000.0,195000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,199269.36,0.63,37.7558,-122.4449
9257,Data scientist,Private,Senior,San Francisco,California,190000.0,161500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,165769.36,0.53,37.7558,-122.4449
9258,Data scientist,Private,Senior,San Francisco,California,190000.0,189000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,193269.36,0.61,37.7558,-122.4449
9259,Data scientist,Private,Senior,San Francisco,California,190000.0,189000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,193269.36,0.61,37.7558,-122.4449
9260,Data scientist,Private,Senior,San Francisco,California,190000.0,171000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,175269.36,0.56,37.7558,-122.4449
9261,Data scientist,Private,Senior,San Francisco,California,190000.0,234000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,238269.36,0.76,37.7558,-122.4449
9262,Data scientist,Private,Senior,San Francisco,California,190000.0,92500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,96769.36,0.31,37.7558,-122.4449
9263,Data scientist,Private,Senior,San Francisco,California,190000.0,190000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,194269.36,0.62,37.7558,-122.4449
9264,Data scientist,Private,Senior,San Francisco,California,190000.0,185000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,189269.36,0.6,37.7558,-122.4449
9265,Data scientist,Private,Senior,San Francisco,California,190000.0,222500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,226769.36,0.72,37.7558,-122.4449
9266,Data scientist,Private,Senior,San Francisco,California,190000.0,174500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,178769.36,0.57,37.7558,-122.4449
9267,Data scientist,Private,Senior,San Francisco,California,190000.0,140000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,144269.36,0.46,37.7558,-122.4449
9268,Data scientist,Private,Senior,San Francisco,California,190000.0,216000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,220269.36,0.7,37.7558,-122.4449
9269,Data scientist,Private,Senior,San Francisco,California,190000.0,220000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,224269.36,0.71,37.7558,-122.4449
9270,Data scientist,Private,Senior,San Francisco,California,190000.0,193500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,314610.66,197769.36,0.63,37.7558,-122.4449
9271,Data scientist,Private,Senior,Redwood City,California,258000.0,150900.0,82.53,148554.0,7036.89,80.83,30.55,125.75,120000.0,155590.89,4269.36,413590.89,155169.36,0.38,37.5025,-122.2253
9272,Data scientist,Private,Senior,Cupertino,California,203500.0,150900.0,65.47,117846.0,7036.89,80.83,30.55,125.75,120000.0,124882.89,4269.36,328382.89,155169.36,0.47,37.3168,-122.0466
9273,Data scientist,Private,Senior,Columbus,Ohio,88000.0,112680.0,21.28,38304.0,4562.82,80.83,15.98,93.9,120000.0,42866.82,2695.8,130866.82,115375.8,0.88,39.9862,-82.9855
9274,Data scientist,Private,Senior,Salt Lake City,Utah,90000.0,127080.0,26.96,48528.0,4143.37,69.01,11.02,105.9,120000.0,52671.37,2018.28,142671.37,129098.28,0.9,40.7776,-111.9311
9275,Data scientist,Private,Mid,Lone Tree,Colorado,148500.0,108300.0,25.38,45684.0,5740.88,80.83,15.16,108.3,100000.0,51424.88,2607.24,199924.88,110907.24,0.55,39.5309,-104.8709
9276,Data scientist,Private,Senior,McLean,Virginia,241000.0,113652.0,28.91,52038.0,5590.44,86.7,14.46,94.71,120000.0,57628.44,2602.08,298628.44,116254.08,0.39,38.9436,-77.1943
9277,Data scientist,Private,Senior,Palo Alto,California,204500.0,150900.0,87.75,157950.0,7036.89,80.83,30.55,125.75,120000.0,164986.89,4269.36,369486.89,155169.36,0.42,37.3905,-122.1468
9278,Data scientist,Private,Senior,Sunnyvale,California,165500.0,150900.0,82.35,148230.0,10354.08,80.83,30.55,125.75,120000.0,158584.08,4269.36,324084.08,155169.36,0.48,37.3836,-122.0255
9279,Data scientist,Private,Mid,Cupertino,California,220000.0,125750.0,65.47,117846.0,7036.89,80.83,30.55,125.75,100000.0,124882.89,4269.36,344882.89,130019.36,0.38,37.3168,-122.0466
9280,Data scientist,Private,Senior,Armonk,New York,156500.0,116448.0,33.56,60408.0,6758.4,80.83,24.37,97.04,120000.0,67166.4,3601.92,223666.4,120049.92,0.54,41.1319,-73.7138
