Role,Sector,Experience,City,State,Salary_in_office,Salary_remote,Avg.OfficeRent_per_sqft,Office Rent,Annual Commute Cost,Avg internet monthly payment,Electricity Price (cents per kWh),Cost of Living Index,National_Avg_Salary,In-Office Expenses,Remote Work Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio
Data scientist,Private,Senior,Arlington,Virginia,128000.0,132500.0,41.96,75528.0,5590.44,86.7,14.46,94.71,120000.0,81118.44,2602.08,209118.44,135102.08,0.65
Data scientist,Private,Senior,Alpharetta,Georgia,137000.0,121500.0,23.66,42588.0,5285.46,80.83,13.49,91.9,120000.0,47873.46,2426.88,184873.46,123926.88,0.67
Data scientist,Private,Senior,Allegan,Michigan,113000.0,107808.0,21.42,38556.0,3880.78,80.83,18.41,89.84,120000.0,42436.78,2958.24,155436.78,110766.24,0.71
Data scientist,Private,Senior,Seattle,Washington,205000.0,165500.0,43.13,77634.0,10361.54,80.83,11.83,124.6,120000.0,87995.54,2247.6,292995.54,167747.6,0.57
Data scientist,Private,Senior,Seattle,Washington,205000.0,157500.0,43.13,77634.0,10361.54,80.83,11.83,124.6,120000.0,87995.54,2247.6,292995.54,159747.6,0.55
Data scientist,Private,Senior,Seattle,Washington,205000.0,248000.0,43.13,77634.0,10361.54,80.83,11.83,124.6,120000.0,87995.54,2247.6,292995.54,250247.6,0.85
Data scientist,Private,Senior,Waltham,Massachusetts,140000.0,137460.0,48.35,87030.0,6062.35,93.6,31.22,114.55,120000.0,93092.35,4494.96,233092.35,141954.96,0.61
Data scientist,Private,Senior,Boston,Massachusetts,152500.0,156000.0,65.72,118296.0,8589.18,93.6,31.22,132.6,120000.0,126885.18,4494.96,279385.18,160494.96,0.57
Data scientist,Private,Senior,Boston,Massachusetts,152500.0,160000.0,65.72,118296.0,8589.18,93.6,31.22,132.6,120000.0,126885.18,4494.96,279385.18,164494.96,0.59
Data scientist,Private,Senior,Boston,Massachusetts,152500.0,167500.0,65.72,118296.0,8589.18,93.6,31.22,132.6,120000.0,126885.18,4494.96,279385.18,171994.96,0.62
Data scientist,Private,Senior,Boston,Massachusetts,152500.0,181000.0,65.72,118296.0,8589.18,93.6,31.22,132.6,120000.0,126885.18,4494.96,279385.18,185494.96,0.66
Data scientist,Private,Senior,Boston,Massachusetts,152500.0,138500.0,65.72,118296.0,8589.18,93.6,31.22,132.6,120000.0,126885.18,4494.96,279385.18,142994.96,0.51
Data scientist,Private,Senior,Juncos,Puerto Rico,69000.0,136620.0,36.46,65628.0,7073.12,80.83,20.27,113.85,120000.0,72701.12,3159.03,141701.12,139779.03,0.99
Data scientist,Private,Mid,Farmington,New Mexico,196500.0,196500.0,19.07,34326.0,4666.31,68.46,14.26,88.4,100000.0,38992.31,2361.6,235492.31,198861.6,0.84
Data scientist,Private,Senior,Columbia,South Carolina,136500.0,110280.0,20.02,36036.0,7073.12,74.17,13.87,91.9,120000.0,43109.12,2388.0,179609.12,112668.0,0.63
Data scientist,Private,Senior,McLean,Virginia,132000.0,113652.0,28.91,52038.0,5590.44,86.7,14.46,94.71,120000.0,57628.44,2602.08,189628.44,116254.08,0.61
Data scientist,Private,Senior,Philadelphia,Pennsylvania,156000.0,167000.0,38.14,68652.0,6843.04,84.33,17.6,103.4,120000.0,75495.04,2912.76,231495.04,169912.76,0.73
Data scientist,Private,Senior,Charlotte,North Carolina,133500.0,117480.0,33.02,59436.0,5658.26,80.83,13.49,97.9,120000.0,65094.26,2426.88,198594.26,119906.88,0.6
Data scientist,Private,Senior,Lackland AFB,Texas,113500.0,109260.0,27.45,49410.0,5151.54,80.83,15.32,91.05,120000.0,54561.54,2624.52,168061.54,111884.52,0.67
Data scientist,Private,Senior,Atlanta,Georgia,130500.0,100000.0,34.79,62622.0,7289.35,80.83,13.49,100.3,120000.0,69911.35,2426.88,200411.35,102426.88,0.51
Data scientist,Private,Senior,Atlanta,Georgia,130500.0,152500.0,34.79,62622.0,7289.35,80.83,13.49,100.3,120000.0,69911.35,2426.88,200411.35,154926.88,0.77
Data scientist,Private,Senior,Richmond,Virginia,77500.0,100000.0,23.34,42012.0,4570.38,86.7,14.46,99.2,120000.0,46582.38,2602.08,124082.38,102602.08,0.83
Data scientist,Private,Mid,Augusta,Georgia,90000.0,98000.0,23.66,42588.0,3281.58,80.83,13.49,91.6,100000.0,45869.58,2426.88,135869.58,100426.88,0.74
Data scientist,Private,Senior,Sterling,Virginia,180000.0,113652.0,22.26,40068.0,5590.44,86.7,14.46,94.71,120000.0,45658.44,2602.08,225658.44,116254.08,0.52
Data scientist,Private,Senior,Denver,Colorado,107500.0,162000.0,36.45,65610.0,6740.21,80.83,15.16,112.1,120000.0,72350.21,2607.24,179850.21,164607.24,0.92
Data scientist,Private,Senior,Bridgewater,New Jersey,112500.0,124080.0,41.24,74232.0,8059.16,82.79,19.49,103.4,120000.0,82291.16,3098.4,194791.16,127178.4,0.65
Data scientist,Private,Senior,Stamford,Connecticut,185500.0,143040.0,43.53,78354.0,7073.12,72.47,28.16,119.2,120000.0,85427.12,3910.92,270927.12,146950.92,0.54
Data scientist,Private,Senior,Atlanta,Georgia,175000.0,100000.0,34.79,62622.0,7289.35,80.83,13.49,100.3,120000.0,69911.35,2426.88,244911.35,102426.88,0.42
Data scientist,Private,Senior,Atlanta,Georgia,175000.0,152500.0,34.79,62622.0,7289.35,80.83,13.49,100.3,120000.0,69911.35,2426.88,244911.35,154926.88,0.63
Data scientist,Private,Senior,Chantilly,Virginia,115000.0,113652.0,23.77,42786.0,5590.44,86.7,14.46,94.71,120000.0,48376.44,2602.08,163376.44,116254.08,0.71
Data scientist,Private,Senior,Washington,District of Columbia,121500.0,137500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,120000.0,101645.12,3159.03,223145.12,140659.03,0.63
Data scientist,Private,Senior,Washington,District of Columbia,121500.0,124500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,120000.0,101645.12,3159.03,223145.12,127659.03,0.57
Data scientist,Private,Senior,Washington,District of Columbia,121500.0,188500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,120000.0,101645.12,3159.03,223145.12,191659.03,0.86
Data scientist,Private,Mid,Albany,New York,136500.0,100100.0,19.46,35028.0,6758.4,80.83,24.37,100.1,100000.0,41786.4,3601.92,178286.4,103701.92,0.58
Data scientist,Private,Mid,,Pennsylvania,115000.0,115000.0,28.6,51480.0,6024.26,84.33,17.6,93.45,100000.0,57504.26,2912.76,172504.26,117912.76,0.68
Data scientist,Private,Senior,San Antonio,Texas,116500.0,162500.0,27.34,49212.0,4251.07,80.83,15.32,92.7,120000.0,53463.07,2624.52,169963.07,165124.52,0.97
Data scientist,Private,Senior,San Antonio,Texas,116500.0,159500.0,27.34,49212.0,4251.07,80.83,15.32,92.7,120000.0,53463.07,2624.52,169963.07,162124.52,0.95
Data scientist,Private,Senior,San Antonio,Texas,116500.0,123000.0,27.34,49212.0,4251.07,80.83,15.32,92.7,120000.0,53463.07,2624.52,169963.07,125624.52,0.74
Data scientist,Private,Senior,,North Carolina,142000.0,100000.0,27.48,49464.0,4979.85,80.83,13.49,91.84,120000.0,54443.85,2426.88,196443.85,102426.88,0.52
Data scientist,Private,Senior,Weston,Florida,161000.0,121512.0,34.22,61596.0,4977.02,83.25,14.2,101.26,120000.0,66573.02,2532.6,227573.02,124044.6,0.55
Data scientist,Private,Senior,Houston,Texas,137000.0,114960.0,31.12,56016.0,5245.46,80.83,15.32,95.8,120000.0,61261.46,2624.52,198261.46,117584.52,0.59
Data scientist,Private,Senior,San Antonio,Texas,117500.0,162500.0,27.34,49212.0,4251.07,80.83,15.32,92.7,120000.0,53463.07,2624.52,170963.07,165124.52,0.97
Data scientist,Private,Senior,San Antonio,Texas,117500.0,159500.0,27.34,49212.0,4251.07,80.83,15.32,92.7,120000.0,53463.07,2624.52,170963.07,162124.52,0.95
Data scientist,Private,Senior,San Antonio,Texas,117500.0,123000.0,27.34,49212.0,4251.07,80.83,15.32,92.7,120000.0,53463.07,2624.52,170963.07,125624.52,0.73
Data scientist,Private,Mid,Laurel,Maryland,220000.0,85000.0,23.3,41940.0,6001.22,75.44,18.15,101.12,100000.0,47941.22,2865.48,267941.22,87865.48,0.33
Data scientist,Private,Senior,Wyoming,Michigan,115000.0,107808.0,21.42,38556.0,3880.78,80.83,18.41,89.84,120000.0,42436.78,2958.24,157436.78,110766.24,0.7
Data scientist,Private,Senior,Saint Cloud,Minnesota,103000.0,117732.0,25.42,45756.0,5231.86,68.66,14.05,98.11,120000.0,50987.86,2341.32,153987.86,120073.32,0.78
Data scientist,Private,Senior,Wayne,Pennsylvania,173000.0,112140.0,33.85,60930.0,6024.26,84.33,17.6,93.45,120000.0,66954.26,2912.76,239954.26,115052.76,0.48
Data scientist,Private,Mid,Dayton,Ohio,225000.0,88400.0,18.88,33984.0,4054.52,80.83,15.98,88.4,100000.0,38038.52,2695.8,263038.52,91095.8,0.35
Data scientist,Private,Senior,Atmore,Alabama,121000.0,107244.0,20.67,37206.0,4021.31,74.1,14.91,89.37,120000.0,41227.31,2499.48,162227.31,109743.48,0.68
Data scientist,Private,Mid,Cupertino,California,227000.0,125750.0,65.47,117846.0,7036.89,80.83,30.55,125.75,100000.0,124882.89,4269.36,351882.89,130019.36,0.37
Data scientist,Private,Senior,Lowell,Massachusetts,158000.0,137460.0,48.35,87030.0,6062.35,93.6,31.22,114.55,120000.0,93092.35,4494.96,251092.35,141954.96,0.57
Data scientist,Private,Senior,Los Angeles,California,140000.0,149500.0,49.02,88236.0,6877.72,80.83,30.55,140.6,120000.0,95113.72,4269.36,235113.72,153769.36,0.65
Data scientist,Private,Mid,Columbus,Ohio,107500.0,93900.0,21.28,38304.0,4562.82,80.83,15.98,93.9,100000.0,42866.82,2695.8,150366.82,96595.8,0.64
Data scientist,Private,Senior,,North Carolina,100000.0,100000.0,27.48,49464.0,4979.85,80.83,13.49,91.84,120000.0,54443.85,2426.88,154443.85,102426.88,0.66
Data scientist,Private,Mid,Boston,Massachusetts,110000.0,110000.0,65.72,118296.0,8589.18,93.6,31.22,132.6,100000.0,126885.18,4494.96,236885.18,114494.96,0.48
Data scientist,Private,Mid,Boston,Massachusetts,110000.0,139500.0,65.72,118296.0,8589.18,93.6,31.22,132.6,100000.0,126885.18,4494.96,236885.18,143994.96,0.61
Data scientist,Private,Mid,Boston,Massachusetts,110000.0,153000.0,65.72,118296.0,8589.18,93.6,31.22,132.6,100000.0,126885.18,4494.96,236885.18,157494.96,0.66
Data scientist,Private,Mid,Boston,Massachusetts,110000.0,227000.0,65.72,118296.0,8589.18,93.6,31.22,132.6,100000.0,126885.18,4494.96,236885.18,231494.96,0.98
Data scientist,Private,Mid,Herndon,Virginia,76000.0,94710.0,29.67,53406.0,5590.44,86.7,14.46,94.71,100000.0,58996.44,2602.08,134996.44,97312.08,0.72
Data scientist,Private,Senior,Boston,Massachusetts,159000.0,156000.0,65.72,118296.0,8589.18,93.6,31.22,132.6,120000.0,126885.18,4494.96,285885.18,160494.96,0.56
Data scientist,Private,Senior,Boston,Massachusetts,159000.0,160000.0,65.72,118296.0,8589.18,93.6,31.22,132.6,120000.0,126885.18,4494.96,285885.18,164494.96,0.58
Data scientist,Private,Senior,Boston,Massachusetts,159000.0,167500.0,65.72,118296.0,8589.18,93.6,31.22,132.6,120000.0,126885.18,4494.96,285885.18,171994.96,0.6
Data scientist,Private,Senior,Boston,Massachusetts,159000.0,181000.0,65.72,118296.0,8589.18,93.6,31.22,132.6,120000.0,126885.18,4494.96,285885.18,185494.96,0.65
Data scientist,Private,Senior,Boston,Massachusetts,159000.0,138500.0,65.72,118296.0,8589.18,93.6,31.22,132.6,120000.0,126885.18,4494.96,285885.18,142994.96,0.5
Data scientist,Private,Mid,Bellevue,Washington,178500.0,178500.0,50.16,90288.0,6659.49,80.83,11.83,107.02,100000.0,96947.49,2247.6,275447.49,180747.6,0.66
Data scientist,Private,Mid,Bellevue,Washington,178500.0,187500.0,50.16,90288.0,6659.49,80.83,11.83,107.02,100000.0,96947.49,2247.6,275447.49,189747.6,0.69
Data scientist,Private,Senior,Salt Lake City,Utah,90000.0,127080.0,26.96,48528.0,4143.37,69.01,11.02,105.9,120000.0,52671.37,2018.28,142671.37,129098.28,0.9
Data scientist,Private,Mid,Horsham,Pennsylvania,154500.0,93450.0,28.6,51480.0,6024.26,84.33,17.6,93.45,100000.0,57504.26,2912.76,212004.26,96362.76,0.45
Data scientist,Private,Senior,Cincinnati,Ohio,143000.0,110880.0,18.83,33894.0,4560.93,80.83,15.98,92.4,120000.0,38454.93,2695.8,181454.93,113575.8,0.63
Data scientist,Private,Mid,Riverwoods,Illinois,156000.0,88060.0,23.79,42822.0,7041.83,80.83,15.99,88.06,100000.0,49863.83,2696.88,205863.83,90756.88,0.44
Data scientist,Private,Senior,Ridgeland,Mississippi,116500.0,102708.0,22.57,40626.0,2535.04,80.83,13.44,85.59,120000.0,43161.04,2421.48,159661.04,105129.48,0.66
Data scientist,Private,Senior,San Antonio,Texas,162500.0,162500.0,27.34,49212.0,4251.07,80.83,15.32,92.7,120000.0,53463.07,2624.52,215963.07,165124.52,0.76
Data scientist,Private,Senior,San Antonio,Texas,162500.0,159500.0,27.34,49212.0,4251.07,80.83,15.32,92.7,120000.0,53463.07,2624.52,215963.07,162124.52,0.75
Data scientist,Private,Senior,San Antonio,Texas,162500.0,123000.0,27.34,49212.0,4251.07,80.83,15.32,92.7,120000.0,53463.07,2624.52,215963.07,125624.52,0.58
Data scientist,Private,Senior,Austin,Texas,195000.0,96000.0,41.81,75258.0,6365.46,80.83,15.32,106.6,120000.0,81623.46,2624.52,276623.46,98624.52,0.36
Data scientist,Private,Senior,Austin,Texas,195000.0,127500.0,41.81,75258.0,6365.46,80.83,15.32,106.6,120000.0,81623.46,2624.52,276623.46,130124.52,0.47
Data scientist,Private,Senior,Austin,Texas,195000.0,118500.0,41.81,75258.0,6365.46,80.83,15.32,106.6,120000.0,81623.46,2624.52,276623.46,121124.52,0.44
Data scientist,Private,Senior,El Paso,Texas,165000.0,165000.0,27.45,49410.0,4118.69,80.83,15.32,88.6,120000.0,53528.69,2624.52,218528.69,167624.52,0.77
Data scientist,Private,Senior,West Des Moines,Iowa,132500.0,107376.0,21.33,38394.0,3640.73,75.86,12.43,89.48,120000.0,42034.73,2252.76,174534.73,109628.76,0.63
Data scientist,Private,Senior,Mountain View,California,196500.0,185000.0,91.99,165582.0,7036.89,80.83,30.55,125.75,120000.0,172618.89,4269.36,369118.89,189269.36,0.51
Data scientist,Private,Senior,Minneapolis,Minnesota,130500.0,157000.0,30.87,55566.0,5694.89,68.66,14.05,105.4,120000.0,61260.89,2341.32,191760.89,159341.32,0.83
Data scientist,Private,Senior,Minneapolis,Minnesota,130500.0,130500.0,30.87,55566.0,5694.89,68.66,14.05,105.4,120000.0,61260.89,2341.32,191760.89,132841.32,0.69
Data scientist,Private,Senior,Fort Meade,Maryland,162000.0,121344.0,26.17,47106.0,6001.22,75.44,18.15,101.12,120000.0,53107.22,2865.48,215107.22,124209.48,0.58
Data scientist,Private,Mid,Laurel,Maryland,160000.0,85000.0,23.3,41940.0,6001.22,75.44,18.15,101.12,100000.0,47941.22,2865.48,207941.22,87865.48,0.42
Data scientist,Private,Senior,Redlands,California,130000.0,150900.0,40.28,72504.0,7036.89,80.83,30.55,125.75,120000.0,79540.89,4269.36,209540.89,155169.36,0.74
Data scientist,Private,Senior,Fort Worth,Texas,139500.0,109260.0,27.16,48888.0,5579.72,80.83,15.32,91.05,120000.0,54467.72,2624.52,193967.72,111884.52,0.58
Data scientist,Private,Senior,Madison,Wisconsin,141500.0,119400.0,23.5,42300.0,4673.91,80.83,16.31,99.5,120000.0,46973.91,2731.44,188473.91,122131.44,0.65
Data scientist,Private,Mid,Plymouth,Michigan,193500.0,89840.0,21.42,38556.0,3880.78,80.83,18.41,89.84,100000.0,42436.78,2958.24,235936.78,92798.24,0.39
Data scientist,Private,Mid,San Francisco,California,207000.0,151000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,155269.36,0.47
Data scientist,Private,Mid,San Francisco,California,207000.0,114000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,118269.36,0.36
Data scientist,Private,Mid,San Francisco,California,207000.0,155500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,159769.36,0.48
Data scientist,Private,Mid,San Francisco,California,207000.0,224500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,228769.36,0.69
Data scientist,Private,Mid,San Francisco,California,207000.0,224500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,228769.36,0.69
Data scientist,Private,Mid,San Francisco,California,207000.0,169500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,173769.36,0.52
Data scientist,Private,Mid,San Francisco,California,207000.0,270000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,274269.36,0.83
Data scientist,Private,Mid,San Francisco,California,207000.0,187500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,191769.36,0.58
Data scientist,Private,Mid,San Francisco,California,207000.0,224500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,228769.36,0.69
Data scientist,Private,Mid,San Francisco,California,207000.0,270500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,274769.36,0.83
Data scientist,Private,Mid,San Francisco,California,207000.0,157500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,161769.36,0.49
Data scientist,Private,Mid,San Francisco,California,207000.0,198500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,202769.36,0.61
Data scientist,Private,Mid,San Francisco,California,207000.0,165000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,169269.36,0.51
Data scientist,Private,Mid,San Francisco,California,207000.0,307500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,311769.36,0.94
Data scientist,Private,Mid,San Francisco,California,207000.0,160000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,164269.36,0.5
Data scientist,Private,Mid,San Francisco,California,207000.0,169500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,173769.36,0.52
Data scientist,Private,Mid,San Francisco,California,207000.0,169500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,173769.36,0.52
Data scientist,Private,Mid,San Francisco,California,207000.0,236000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,240269.36,0.72
Data scientist,Private,Mid,San Francisco,California,207000.0,147000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,151269.36,0.46
Data scientist,Private,Mid,San Francisco,California,207000.0,200000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,204269.36,0.62
Data scientist,Private,Mid,San Francisco,California,207000.0,160000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,164269.36,0.5
Data scientist,Private,Mid,San Francisco,California,207000.0,211500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,100000.0,124610.66,4269.36,331610.66,215769.36,0.65
Data scientist,Private,Senior,Windsor Mill,Maryland,150500.0,150500.0,26.17,47106.0,6001.22,75.44,18.15,101.12,120000.0,53107.22,2865.48,203607.22,153365.48,0.75
Data scientist,Private,Mid,Aurora,Colorado,130000.0,108300.0,19.32,34776.0,6177.73,80.83,15.16,108.3,100000.0,40953.73,2607.24,170953.73,110907.24,0.65
Data scientist,Private,Mid,Los Angeles,California,11500.0,131500.0,49.02,88236.0,6877.72,80.83,30.55,140.6,100000.0,95113.72,4269.36,106613.72,135769.36,1.27
Data scientist,Private,Mid,Los Angeles,California,11500.0,175000.0,49.02,88236.0,6877.72,80.83,30.55,140.6,100000.0,95113.72,4269.36,106613.72,179269.36,1.68
Data scientist,Private,Mid,Los Angeles,California,11500.0,105000.0,49.02,88236.0,6877.72,80.83,30.55,140.6,100000.0,95113.72,4269.36,106613.72,109269.36,1.02
Data scientist,Private,Mid,Los Angeles,California,11500.0,169500.0,49.02,88236.0,6877.72,80.83,30.55,140.6,100000.0,95113.72,4269.36,106613.72,173769.36,1.63
Data scientist,Private,Senior,Miami,Florida,127000.0,132120.0,49.18,88524.0,4541.57,83.25,14.2,110.1,120000.0,93065.57,2532.6,220065.57,134652.6,0.61
Data scientist,Private,Senior,Malvern,Pennsylvania,123500.0,112140.0,28.6,51480.0,6024.26,84.33,17.6,93.45,120000.0,57504.26,2912.76,181004.26,115052.76,0.64
Data scientist,Private,Senior,Poway,California,162500.0,150900.0,40.28,72504.0,7036.89,80.83,30.55,125.75,120000.0,79540.89,4269.36,242040.89,155169.36,0.64
Data scientist,Private,Senior,San Francisco,California,227500.0,195000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,199269.36,0.57
Data scientist,Private,Senior,San Francisco,California,227500.0,161500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,165769.36,0.47
Data scientist,Private,Senior,San Francisco,California,227500.0,189000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,193269.36,0.55
Data scientist,Private,Senior,San Francisco,California,227500.0,189000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,193269.36,0.55
Data scientist,Private,Senior,San Francisco,California,227500.0,171000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,175269.36,0.5
Data scientist,Private,Senior,San Francisco,California,227500.0,234000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,238269.36,0.68
Data scientist,Private,Senior,San Francisco,California,227500.0,92500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,96769.36,0.27
Data scientist,Private,Senior,San Francisco,California,227500.0,190000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,194269.36,0.55
Data scientist,Private,Senior,San Francisco,California,227500.0,185000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,189269.36,0.54
Data scientist,Private,Senior,San Francisco,California,227500.0,222500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,226769.36,0.64
Data scientist,Private,Senior,San Francisco,California,227500.0,174500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,178769.36,0.51
Data scientist,Private,Senior,San Francisco,California,227500.0,140000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,144269.36,0.41
Data scientist,Private,Senior,San Francisco,California,227500.0,216000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,220269.36,0.63
Data scientist,Private,Senior,San Francisco,California,227500.0,220000.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,224269.36,0.64
Data scientist,Private,Senior,San Francisco,California,227500.0,193500.0,62.2,111960.0,12650.66,80.83,30.55,178.6,120000.0,124610.66,4269.36,352110.66,197769.36,0.56
Data scientist,Private,Mid,San Antonio,Texas,157000.0,92700.0,27.34,49212.0,4251.07,80.83,15.32,92.7,100000.0,53463.07,2624.52,210463.07,95324.52,0.45
Data scientist,Private,Mid,Sunnyvale,California,148000.0,162500.0,82.35,148230.0,10354.08,80.83,30.55,125.75,100000.0,158584.08,4269.36,306584.08,166769.36,0.54
Data scientist,Private,Mid,Huntsville,Alabama,115000.0,91300.0,24.98,44964.0,4951.76,74.1,14.91,91.3,100000.0,49915.76,2499.48,164915.76,93799.48,0.57
Data scientist,Private,Mid,Plymouth Meeting,Pennsylvania,200000.0,93450.0,30.66,55188.0,6024.26,84.33,17.6,93.45,100000.0,61212.26,2912.76,261212.26,96362.76,0.37
Data scientist,Private,Senior,San Antonio,Texas,57500.0,162500.0,27.34,49212.0,4251.07,80.83,15.32,92.7,120000.0,53463.07,2624.52,110963.07,165124.52,1.49
Data scientist,Private,Senior,San Antonio,Texas,57500.0,159500.0,27.34,49212.0,4251.07,80.83,15.32,92.7,120000.0,53463.07,2624.52,110963.07,162124.52,1.46
Data scientist,Private,Senior,San Antonio,Texas,57500.0,123000.0,27.34,49212.0,4251.07,80.83,15.32,92.7,120000.0,53463.07,2624.52,110963.07,125624.52,1.13
Data scientist,Private,Mid,Offutt A F B,Nebraska,225000.0,92130.0,20.59,37062.0,3902.3,80.83,10.78,92.13,100000.0,40964.3,2134.2,265964.3,94264.2,0.35
Data scientist,Private,Senior,Chesterbrook,Pennsylvania,109000.0,112140.0,28.6,51480.0,6024.26,84.33,17.6,93.45,120000.0,57504.26,2912.76,166504.26,115052.76,0.69
Data scientist,Private,Senior,Charlotte,North Carolina,159500.0,117480.0,33.02,59436.0,5658.26,80.83,13.49,97.9,120000.0,65094.26,2426.88,224594.26,119906.88,0.53
Data scientist,Private,Mid,Greenwood Village,Colorado,122500.0,108300.0,28.63,51534.0,5740.88,80.83,15.16,108.3,100000.0,57274.88,2607.24,179774.88,110907.24,0.62
Data scientist,Private,Senior,Malvern,Pennsylvania,136500.0,112140.0,28.6,51480.0,6024.26,84.33,17.6,93.45,120000.0,57504.26,2912.76,194004.26,115052.76,0.59
Data scientist,Private,Senior,Philadelphia,Pennsylvania,99000.0,167000.0,38.14,68652.0,6843.04,84.33,17.6,103.4,120000.0,75495.04,2912.76,174495.04,169912.76,0.97
Data scientist,Private,Senior,Durham,North Carolina,149500.0,119760.0,28.52,51336.0,5194.3,80.83,13.49,99.8,120000.0,56530.3,2426.88,206030.3,122186.88,0.59
Data scientist,Private,Mid,Van Wert,Ohio,107000.0,88800.0,20.56,37008.0,4054.52,80.83,15.98,88.8,100000.0,41062.52,2695.8,148062.52,91495.8,0.62
Data scientist,Private,Senior,San Jose,California,211000.0,208200.0,45.99,82782.0,8394.62,80.83,30.55,173.5,120000.0,91176.62,4269.36,302176.62,212469.36,0.7
Data scientist,Private,Mid,Fort Wayne,Indiana,98500.0,86800.0,16.77,30186.0,3992.84,80.83,14.42,86.8,100000.0,34178.84,2527.32,132678.84,89327.32,0.67
Data scientist,Private,Senior,Chicago,Illinois,134000.0,134000.0,34.16,61488.0,8319.68,80.83,15.99,100.1,120000.0,69807.68,2696.88,203807.68,136696.88,0.67
Data scientist,Private,Senior,Chicago,Illinois,134000.0,150000.0,34.16,61488.0,8319.68,80.83,15.99,100.1,120000.0,69807.68,2696.88,203807.68,152696.88,0.75
Data scientist,Private,Senior,Glendale,California,171500.0,150900.0,38.47,69246.0,6851.36,80.83,30.55,125.75,120000.0,76097.36,4269.36,247597.36,155169.36,0.63
Data scientist,Private,Senior,Dahlgren,Virginia,192000.0,113652.0,28.91,52038.0,5590.44,86.7,14.46,94.71,120000.0,57628.44,2602.08,249628.44,116254.08,0.47
Data scientist,Private,Mid,Foster City,California,263000.0,125750.0,66.06,118908.0,7036.89,80.83,30.55,125.75,100000.0,125944.89,4269.36,388944.89,130019.36,0.33
