,Role,Salary_in_office,Experience,City,State,Salary_remote,Avg.OfficeRent_per_sqft,Avg internet monthly payment,Annual Commute Cost,Electricity Price (cents per kWh),Cost of Living Index,adjusted_national_salary,Remote Work Expenses,Office Rent,In-Office Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio
8773,Data scientist,197500.0,Senior,San Francisco,California,189000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,193269.36,0.6000092018066089
8774,Data scientist,197500.0,Senior,San Francisco,California,189000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,193269.36,0.6000092018066089
8775,Data scientist,197500.0,Senior,San Francisco,California,171000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,175269.36,0.5441277851530898
8776,Data scientist,197500.0,Senior,San Francisco,California,234000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,238269.36,0.7397127434404064
8777,Data scientist,197500.0,Senior,San Francisco,California,92500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,96769.36,0.3004227180807987
8778,Data scientist,197500.0,Senior,San Francisco,California,190000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,194269.36,0.6031137249540266
8779,Data scientist,197500.0,Senior,San Francisco,California,185000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,189269.36,0.5875911092169379
8780,Data scientist,197500.0,Senior,San Francisco,California,222500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,226769.36,0.7040107272451025
8781,Data scientist,197500.0,Senior,San Francisco,California,174500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,178769.36,0.5549936161690519
8782,Data scientist,197500.0,Senior,San Francisco,California,140000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,144269.36,0.4478875675831404
8783,Data scientist,197500.0,Senior,San Francisco,California,216000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,220269.36,0.6838313267868874
8784,Data scientist,197500.0,Senior,San Francisco,California,220000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,224269.36,0.6962494193765583
8785,Data scientist,197500.0,Senior,San Francisco,California,193500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,322110.66000000003,197769.36,0.6139795559699885
8786,Data scientist,171000.0,Senior,Jersey City,New Jersey,124080.0,50.0,82.79,10903.23,19.49,103.4,120000.0,3098.4,90000.0,100903.23,271903.23,127178.4,0.4677340537661137
8787,Data scientist,245000.0,Mid,Washington,District of Columbia,124500.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,346645.12,127659.03214569535,0.3682700975155668
8788,Data scientist,245000.0,Mid,Washington,District of Columbia,190000.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,346645.12,193159.03214569535,0.5572241494289473
8789,Data scientist,245000.0,Mid,Washington,District of Columbia,100000.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,346645.12,103159.03214569535,0.2975926277159054
8790,Data scientist,245000.0,Mid,Washington,District of Columbia,245000.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,346645.12,248159.03214569535,0.7158878571424728
8791,Data scientist,245000.0,Mid,Washington,District of Columbia,85000.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,346645.12,88159.03214569537,0.2543207074303985
8792,Data scientist,245000.0,Mid,Washington,District of Columbia,175000.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,346645.12,178159.03214569535,0.5139522291434403
8793,Data scientist,245000.0,Mid,Washington,District of Columbia,125000.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,346645.12,128159.03214569535,0.369712494858417
8794,Data scientist,190000.0,Senior,San Francisco,California,195000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,199269.36,0.6333840054879258
8795,Data scientist,190000.0,Senior,San Francisco,California,161500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,165769.36,0.5269031888493542
8796,Data scientist,190000.0,Senior,San Francisco,California,189000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,193269.36,0.6143128144481816
8797,Data scientist,190000.0,Senior,San Francisco,California,189000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,193269.36,0.6143128144481816
8798,Data scientist,190000.0,Senior,San Francisco,California,171000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,175269.36,0.5570992413289492
8799,Data scientist,190000.0,Senior,San Francisco,California,234000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,238269.36,0.7573467472462629
8800,Data scientist,190000.0,Senior,San Francisco,California,92500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,96769.36,0.3075844918922963
8801,Data scientist,190000.0,Senior,San Francisco,California,190000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,194269.36,0.6174913462881391
8802,Data scientist,190000.0,Senior,San Francisco,California,185000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,189269.36,0.6015986870883522
8803,Data scientist,190000.0,Senior,San Francisco,California,222500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,226769.36,0.7207936310867533
8804,Data scientist,190000.0,Senior,San Francisco,California,174500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,178769.36,0.5682241027687999
8805,Data scientist,190000.0,Senior,San Francisco,California,140000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,144269.36,0.4585647542902709
8806,Data scientist,190000.0,Senior,San Francisco,California,216000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,220269.36,0.7001331741270305
8807,Data scientist,190000.0,Senior,San Francisco,California,220000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,224269.36,0.7128473014868598
8808,Data scientist,190000.0,Senior,San Francisco,California,193500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,314610.66000000003,197769.36,0.6286162077279898
8809,Data scientist,187500.0,Senior,San Francisco,California,195000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,199269.36,0.6384573984111916
8810,Data scientist,187500.0,Senior,San Francisco,California,161500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,165769.36,0.5311236726102209
8811,Data scientist,187500.0,Senior,San Francisco,California,189000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,193269.36,0.6192334475214655
8812,Data scientist,187500.0,Senior,San Francisco,California,189000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,193269.36,0.6192334475214655
8813,Data scientist,187500.0,Senior,San Francisco,California,171000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,175269.36,0.5615615948522872
8814,Data scientist,187500.0,Senior,San Francisco,California,234000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,238269.36,0.7634130791944113
8815,Data scientist,187500.0,Senior,San Francisco,California,92500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,96769.36,0.3100482373783708
8816,Data scientist,187500.0,Senior,San Francisco,California,190000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,194269.36,0.6224374393364198
8817,Data scientist,187500.0,Senior,San Francisco,California,185000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,189269.36,0.6064174802616481
8818,Data scientist,187500.0,Senior,San Francisco,California,222500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,226769.36,0.7265671733224363
8819,Data scientist,187500.0,Senior,San Francisco,California,174500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,178769.36,0.5727755662046274
8820,Data scientist,187500.0,Senior,San Francisco,California,140000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,144269.36,0.4622378485887023
8821,Data scientist,187500.0,Senior,San Francisco,California,216000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,220269.36,0.705741226525233
8822,Data scientist,187500.0,Senior,San Francisco,California,220000.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,224269.36,0.7185571937850503
8823,Data scientist,187500.0,Senior,San Francisco,California,193500.0,62.2,80.83,12650.66,30.55,178.6,120000.0,4269.360000000001,111960.0,124610.66,312110.66000000003,197769.36,0.6336514106887601
8824,Data scientist,135000.0,Senior,,California,180000.0,40.28,80.83,7036.89,30.55,125.75,120000.0,4269.360000000001,72504.0,79540.89,214540.89,184269.36,0.858900883649732
8825,Data scientist,135000.0,Senior,,California,180000.0,40.28,80.83,7036.89,30.55,125.75,120000.0,4269.360000000001,72504.0,79540.89,214540.89,184269.36,0.858900883649732
8826,Data scientist,135000.0,Senior,,California,151000.0,40.28,80.83,7036.89,30.55,125.75,120000.0,4269.360000000001,72504.0,79540.89,214540.89,155269.36,0.7237285162749161
8827,Data scientist,125500.0,Senior,Campbell,California,150900.0,54.8,80.83,7036.89,30.55,125.75,120000.0,4269.360000000001,98640.0,105676.89,231176.89,155169.36,0.6712148433175997
8828,Data scientist,270000.0,Mid,San Francisco,California,151000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,155269.36,0.3934748240202126
8829,Data scientist,270000.0,Mid,San Francisco,California,114000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,118269.36,0.2997115181835179
8830,Data scientist,270000.0,Mid,San Francisco,California,155500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,159769.36,0.4048784693246755
8831,Data scientist,270000.0,Mid,San Francisco,California,224500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,228769.36,0.5797343639931064
8832,Data scientist,270000.0,Mid,San Francisco,California,224500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,228769.36,0.5797343639931064
8833,Data scientist,270000.0,Mid,San Francisco,California,169500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,173769.36,0.44035647693856
8834,Data scientist,270000.0,Mid,San Francisco,California,270000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,274269.36,0.6950378887382311
8835,Data scientist,270000.0,Mid,San Francisco,California,187500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,191769.36,0.4859710581564116
8836,Data scientist,270000.0,Mid,San Francisco,California,224500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,228769.36,0.5797343639931064
8837,Data scientist,270000.0,Mid,San Francisco,California,270500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,274769.36,0.696304960438727
8838,Data scientist,270000.0,Mid,San Francisco,California,157500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,161769.36,0.409946756126659
8839,Data scientist,270000.0,Mid,San Francisco,California,198500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,202769.36,0.5138466355673209
8840,Data scientist,270000.0,Mid,San Francisco,California,165000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,169269.36,0.4289528316340972
8841,Data scientist,270000.0,Mid,San Francisco,California,307500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,311769.36,0.7900682662754218
8842,Data scientist,270000.0,Mid,San Francisco,California,160000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,164269.36,0.4162821146291384
8843,Data scientist,270000.0,Mid,San Francisco,California,169500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,173769.36,0.44035647693856
8844,Data scientist,270000.0,Mid,San Francisco,California,169500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,173769.36,0.44035647693856
8845,Data scientist,270000.0,Mid,San Francisco,California,236000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,240269.36,0.6088770131045116
8846,Data scientist,270000.0,Mid,San Francisco,California,147000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,151269.36,0.3833382504162456
8847,Data scientist,270000.0,Mid,San Francisco,California,200000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,204269.36,0.5176478506688085
8848,Data scientist,270000.0,Mid,San Francisco,California,160000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,164269.36,0.4162821146291384
8849,Data scientist,270000.0,Mid,San Francisco,California,211500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,394610.66,215769.36,0.5467904997802137
8850,Data scientist,109500.0,Mid,Aiken,South Carolina,93410.0,27.08,74.17,7073.12,13.87,93.41,100000.0,2388.0,48743.99999999999,55817.119999999995,165317.12,95798.0,0.5794802135435217
8851,Data scientist,150000.0,Senior,Chicago,Illinois,134000.0,34.16,80.83,8319.68,15.99,100.1,120000.0,2696.88,61487.999999999985,69807.68,219807.68,136696.88,0.6218931021882402
8852,Data scientist,150000.0,Senior,Chicago,Illinois,150000.0,34.16,80.83,8319.68,15.99,100.1,120000.0,2696.88,61487.999999999985,69807.68,219807.68,152696.88,0.6946840074013793
8853,Data scientist,147000.0,Senior,Falls Church,Virginia,113652.0,29.0,86.7,5590.44,14.46,94.71,120000.0,2602.08,52200.0,57790.44,204790.44,116254.08,0.5676733738156918
8854,Data scientist,136000.0,Mid,Columbus,Ohio,93900.0,21.28,80.83,4562.82,15.98,93.9,100000.0,2695.8,38304.0,42866.82,178866.82,96595.8,0.540043144949969
8855,Data scientist,223500.0,Mid,San Diego,California,90000.0,41.6,80.83,6210.03,30.55,136.2,100000.0,4269.360000000001,74880.0,81090.03,304590.03,94269.36,0.3094958820549707
8856,Data scientist,223500.0,Mid,San Diego,California,275000.0,41.6,80.83,6210.03,30.55,136.2,100000.0,4269.360000000001,74880.0,81090.03,304590.03,279269.36,0.9168696690433366
8857,Data scientist,140500.0,Mid,Hartford,Connecticut,100000.0,22.25,72.47,7073.12,28.16,104.8,100000.0,3910.92,40050.0,47123.12,187623.12,103910.92,0.5538279077759714
8858,Data scientist,135500.0,Senior,San Antonio,Texas,162500.0,27.34,80.83,4251.07,15.32,92.7,120000.0,2624.52,49212.0,53463.07,188963.07,165124.52,0.8738454556226251
8859,Data scientist,135500.0,Senior,San Antonio,Texas,159500.0,27.34,80.83,4251.07,15.32,92.7,120000.0,2624.52,49212.0,53463.07,188963.07,162124.52,0.8579693376065491
8860,Data scientist,135500.0,Senior,San Antonio,Texas,123000.0,27.34,80.83,4251.07,15.32,92.7,120000.0,2624.52,49212.0,53463.07,188963.07,125624.52,0.6648099017442932
8861,Data scientist,170500.0,Mid,McLean,Virginia,94710.0,28.91,86.7,5590.44,14.46,94.71,100000.0,2602.08,52038.0,57628.44,228128.44,97312.08,0.4265670689721983
8862,Data scientist,104000.0,Mid,Washington,District of Columbia,124500.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,205645.12,127659.03214569535,0.6207734574284834
8863,Data scientist,104000.0,Mid,Washington,District of Columbia,190000.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,205645.12,193159.03214569535,0.9392833253018372
8864,Data scientist,104000.0,Mid,Washington,District of Columbia,100000.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,205645.12,103159.03214569535,0.5016361786056259
8865,Data scientist,104000.0,Mid,Washington,District of Columbia,245000.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,205645.12,248159.03214569535,1.2067343593939666
8866,Data scientist,104000.0,Mid,Washington,District of Columbia,85000.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,205645.12,88159.03214569537,0.4286949874895907
8867,Data scientist,104000.0,Mid,Washington,District of Columbia,175000.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,205645.12,178159.03214569535,0.866342134185802
8868,Data scientist,104000.0,Mid,Washington,District of Columbia,125000.0,52.54,80.83,7073.12,20.269186534216335,120.1,100000.0,3159.0321456953643,94572.0,101645.12,205645.12,128159.03214569535,0.6232048304656846
8869,Data scientist,200000.0,Senior,Plymouth Meeting,Pennsylvania,112140.0,30.66,84.33,6024.26,17.6,93.45,120000.0,2912.76,55188.0,61212.26,261212.26,115052.76,0.4404569678314486
8870,Data scientist,231000.0,Senior,McLean,Virginia,113652.0,28.91,86.7,5590.44,14.46,94.71,120000.0,2602.08,52038.0,57628.44,288628.44,116254.08,0.4027810980789003
8871,Data scientist,270500.0,Senior,Santa Clara,California,214500.0,48.72,80.83,7036.89,30.55,125.75,120000.0,4269.360000000001,87696.0,94732.89,365232.89,218769.36,0.598985923748543
8872,Data scientist,163000.0,Mid,Hartford,Connecticut,100000.0,22.25,72.47,7073.12,28.16,104.8,100000.0,3910.92,40050.0,47123.12,210123.12,103910.92,0.4945239724215022
8873,Data scientist,72000.0,Mid,Saint Louis,Missouri,100000.0,24.6,72.8,3937.23,11.57,87.77,100000.0,2123.16,44280.0,48217.23,120217.23,102123.16,0.8494885466916847
8874,Data scientist,130000.0,Mid,Austin,Texas,243500.0,41.81,80.83,6365.46,15.32,106.6,100000.0,2624.52,75258.0,81623.46,211623.46,246124.52,1.1630304126017028
8875,Data scientist,130000.0,Mid,Austin,Texas,245000.0,41.81,80.83,6365.46,15.32,106.6,100000.0,2624.52,75258.0,81623.46,211623.46,247624.52,1.1701184736323655
8876,Data scientist,130000.0,Mid,Austin,Texas,121000.0,41.81,80.83,6365.46,15.32,106.6,100000.0,2624.52,75258.0,81623.46,211623.46,123624.52,0.584172095097585
8877,Data scientist,190000.0,Senior,Santa Monica,California,165000.0,64.94,80.83,7036.89,30.55,125.75,120000.0,4269.360000000001,116892.0,123928.89,313928.89,169269.36,0.5391965040235703
8878,Data scientist,216500.0,Senior,Santa Clara,California,214500.0,48.72,80.83,7036.89,30.55,125.75,120000.0,4269.360000000001,87696.0,94732.89,311232.89,218769.36,0.7029120861872921
8879,Data scientist,214000.0,Mid,Austin,Texas,243500.0,41.81,80.83,6365.46,15.32,106.6,100000.0,2624.52,75258.0,81623.46,295623.46,246124.52,0.832560852917424
8880,Data scientist,214000.0,Mid,Austin,Texas,245000.0,41.81,80.83,6365.46,15.32,106.6,100000.0,2624.52,75258.0,81623.46,295623.46,247624.52,0.8376348751212098
8881,Data scientist,214000.0,Mid,Austin,Texas,121000.0,41.81,80.83,6365.46,15.32,106.6,100000.0,2624.52,75258.0,81623.46,295623.46,123624.52,0.4181823729415791
8882,Data scientist,95000.0,Senior,New York,New York,187500.0,33.56,80.83,10831.74,24.37,128.0,120000.0,3601.92,60408.0,71239.74,166239.74,191101.92,1.1495561771210665
8883,Data scientist,95000.0,Senior,New York,New York,183000.0,33.56,80.83,10831.74,24.37,128.0,120000.0,3601.92,60408.0,71239.74,166239.74,186601.92,1.1224868373831671
8884,Data scientist,95000.0,Senior,New York,New York,213500.0,33.56,80.83,10831.74,24.37,128.0,120000.0,3601.92,60408.0,71239.74,166239.74,217101.92,1.3059568067178162
8885,Data scientist,95000.0,Senior,New York,New York,197500.0,33.56,80.83,10831.74,24.37,128.0,120000.0,3601.92,60408.0,71239.74,166239.74,201101.92,1.2097102654275087
8886,Data scientist,95000.0,Senior,New York,New York,170000.0,33.56,80.83,10831.74,24.37,128.0,120000.0,3601.92,60408.0,71239.74,166239.74,173601.92,1.0442865225847924
8887,Data scientist,205000.0,Senior,Mountain View,California,185000.0,91.99,80.83,7036.89,30.55,125.75,120000.0,4269.360000000001,165582.0,172618.89,377618.89,189269.36,0.501217934304081
8888,Data scientist,278000.0,Mid,San Jose,California,173500.0,45.99,80.83,8394.62,30.55,173.5,100000.0,4269.360000000001,82782.0,91176.62,369176.62,177769.36,0.4815293016117867
8889,Data scientist,260000.0,Senior,Cupertino,California,150900.0,65.47,80.83,7036.89,30.55,125.75,120000.0,4269.360000000001,117846.0,124882.89,384882.89,155169.36,0.4031599326226218
8890,Data scientist,126000.0,Senior,McLean,Virginia,113652.0,28.91,86.7,5590.44,14.46,94.71,120000.0,2602.08,52038.0,57628.44,183628.44,116254.08,0.6330940893469443
8891,Data scientist,200000.0,Mid,Annapolis Junction,Maryland,101120.0,26.17,75.44,6001.22,18.15,101.12,100000.0,2865.4799999999996,47106.00000000001,53107.22000000001,253107.22,103985.48,0.4108356924784682
8892,Data scientist,249500.0,Mid,San Francisco,California,151000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,155269.36,0.4150359147745214
8893,Data scientist,249500.0,Mid,San Francisco,California,114000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,118269.36,0.3161346966162364
8894,Data scientist,249500.0,Mid,San Francisco,California,155500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,159769.36,0.4270644413072858
8895,Data scientist,249500.0,Mid,San Francisco,California,224500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,228769.36,0.6115018481430066
8896,Data scientist,249500.0,Mid,San Francisco,California,224500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,228769.36,0.6115018481430066
8897,Data scientist,249500.0,Mid,San Francisco,California,169500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,173769.36,0.4644865238536639
8898,Data scientist,249500.0,Mid,San Francisco,California,270000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,274269.36,0.7331236164187355
8899,Data scientist,249500.0,Mid,San Francisco,California,187500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,191769.36,0.5126006299847216
8900,Data scientist,249500.0,Mid,San Francisco,California,224500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,228769.36,0.6115018481430066
8901,Data scientist,249500.0,Mid,San Francisco,California,270500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,274769.36,0.7344601193668204
8902,Data scientist,249500.0,Mid,San Francisco,California,157500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,161769.36,0.4324104530996255
8903,Data scientist,249500.0,Mid,San Francisco,California,198500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,202769.36,0.54200369484259
8904,Data scientist,249500.0,Mid,San Francisco,California,165000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,169269.36,0.4524579973208996
8905,Data scientist,249500.0,Mid,San Francisco,California,307500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,311769.36,0.8333613375251054
8906,Data scientist,249500.0,Mid,San Francisco,California,160000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,164269.36,0.4390929678400502
8907,Data scientist,249500.0,Mid,San Francisco,California,169500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,173769.36,0.4644865238536639
8908,Data scientist,249500.0,Mid,San Francisco,California,169500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,173769.36,0.4644865238536639
8909,Data scientist,249500.0,Mid,San Francisco,California,236000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,240269.36,0.64224141594896
8910,Data scientist,249500.0,Mid,San Francisco,California,147000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,151269.36,0.404343891189842
8911,Data scientist,249500.0,Mid,San Francisco,California,200000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,204269.36,0.5460132036868449
8912,Data scientist,249500.0,Mid,San Francisco,California,160000.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,164269.36,0.4390929678400502
8913,Data scientist,249500.0,Mid,San Francisco,California,211500.0,62.2,80.83,12650.66,30.55,178.6,100000.0,4269.360000000001,111960.0,124610.66,374110.66,215769.36,0.5767527714927984
8914,Data scientist,150000.0,Senior,Phoenix,Arizona,106000.0,26.61,75.34,5119.48,15.2,104.3,120000.0,2545.68,47898.0,53017.48,203017.48,108545.68,0.5346617443975761
8915,Data scientist,140000.0,Senior,Washington,District of Columbia,137500.0,52.54,80.83,7073.12,20.269186534216335,120.1,120000.0,3159.0321456953643,94572.0,101645.12,241645.12,140659.03214569535,0.5820892726726505
8916,Data scientist,140000.0,Senior,Washington,District of Columbia,124500.0,52.54,80.83,7073.12,20.269186534216335,120.1,120000.0,3159.0321456953643,94572.0,101645.12,241645.12,127659.03214569535,0.5282913726778152
