Keyword,Location,rating,Company,Job_title,Place,salary,post_date,Job_description,Keyword_backup
management analyst,United States,3.4,"Public Health Foundation Enterprises, In",Staff Analyst - Project Manager,"Los Angeles, CA",$7K - $10K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.4,"StraCon Services Group, LLC",Program /Project/Management Analyst Senior,Patuxent River Naval Air Station,$98K - $130K (Employer est.),10d,, Management analyst 
management analyst,United States,3.8,Fisher Investments,Technical Business Analyst/Product Manager,"Tampa, FL",$86K - $125K (Glassdoor est.),19d,, Management analyst 
management analyst,United States,3.7,Citi,Program Management Sr Analyst - C12 - Hybrid,"Sioux Falls, SD",$74K - $111K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.4,"Kent, Campa and Kate Inc.",Management Analyst II,"Arlington, VA",$70K - $100K (Glassdoor est.),24h,, Management analyst 
management analyst,United States,3.2,City of New Orleans,MANAGEMENT DEVELOPMENT ANALYST II (POLICE RECRUITER) (CLASS CODE 0362),"New Orleans, LA",$51K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.9,INTECON,Journeyman Financial Analyst (Travel Management & System Support),"Washington, DC",$40.00 - $60.00 Per Hour (Employer est.),4d,, Management analyst 
management analyst,United States,,TriMerge,Senior Management Analyst,"Washington, DC",$95K - $105K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.3,Yorktown Systems Group,Army Resilience Management Mid-Level Analyst,"Arlington, VA",$74K - $113K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.2,"PODS Enterprises, LLC",Analyst II - Risk Management,"Clearwater, FL",,27d,, Management analyst 
management analyst,United States,3.6,HII,Security Cooperation Planner and Coordinator (Project Management Analyst 4)- 20959,East Honolulu,$100K - $135K (Employer est.),30d+,, Management analyst 
management analyst,United States,,San Bernardino County Transportation Authority,Management Analyst II IREN,"San Bernardino, CA",$72K - $107K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.4,LANDMARK CREDIT UNION,Enterprise Risk Management Analyst Sr,"Brookfield, WI",$79K - $108K (Glassdoor est.),20d,, Management analyst 
management analyst,United States,3.9,"Jefferies & Company, Inc.","Business Analyst/Project Manager, Risk IT","Jersey City, NJ",$150K - $175K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.2,"Technology Security Associates, Inc.",Senior Program Management Analyst,Patuxent River Naval Air Station,$140K - $145K (Employer est.),20d,, Management analyst 
management analyst,United States,4.0,Via,Data Analyst Lead (Citymapper),"New York, NY",$85K - $115K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.6,University of Maryland Medical System,Application System Analyst II Infor Supply Chain Management,"Columbia, MD",$33.36 - $44.33 Per Hour (Employer est.),30d+,, Management analyst 
management analyst,United States,3.1,Ross Stores,"Lead, Business Analyst (New York Buying Office)","New York, NY",$107K - $182K (Employer est.),17d,, Management analyst 
management analyst,United States,4.1,"Odyssey Systems Consulting Group, Ltd.",Life Cycle Logistics Management Analyst IV,"Fort Belvoir, VA",$83K - $124K (Glassdoor est.),26d,, Management analyst 
management analyst,United States,3.8,Pantherx Specialty LLC,Lead Claims Analyst,"Pittsburgh, PA",$50K - $68K (Glassdoor est.),24d,, Management analyst 
management analyst,United States,5.0,Vistant,Program Analyst III - Strategic Innovations and Grant Management,"Washington, DC",$118K - $153K (Employer est.),30d+,, Management analyst 
management analyst,United States,5.0,Dynamic Solutions Technology LLC,Senior Program Management Analyst,"San Diego, CA",,30d+,, Management analyst 
management analyst,United States,,HRA/DEPT OF SOCIAL SERVICES,SR. SECURITY ACCESS MANAGEMENT ANALYST,"Brooklyn, NY",$96K - $124K (Employer est.),26d,, Management analyst 
management analyst,United States,3.7,USC,Lead Institutional Review Board Analyst,"Los Angeles, CA",$92K - $101K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.7,Citi,KYC Operations Lead Analyst - C13 - Hybrid,"Florence, KY",$107K - $161K (Employer est.),17d,, Management analyst 
management analyst,United States,1.6,"Navistar, Inc.",Senior Lead Business Analyst – Manhattan Active Warehouse Management System,"Lisle, IL",$106K - $158K (Employer est.),26d,, Management analyst 
management analyst,United States,3.7,The LiRo Group,"Project Manager, Claims Analyst","Syracuse, NY",$100K - $125K (Employer est.),2d,, Management analyst 
management analyst,United States,3.8,T. Rowe Price,Lead Portfolio Investment Analyst,"Baltimore, MD",$115K - $135K (Employer est.),27d,, Management analyst 
management analyst,United States,3.5,Commonwealth of PA,Program Analyst 4 (Strategic Planning Project Manager),"Colonial Park, Dauphin, PA",$76K - $115K (Employer est.),7d,, Management analyst 
management analyst,United States,3.9,"Cheniere Energy, Inc.","Senior / Lead Analyst, Strategic Finance","Houston, TX",$89K - $126K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.7,Citi,Technology Lead Business Analyst - C13 - NEW YORK,"New York, NY",$130K - $195K (Employer est.),30d+,, Management analyst 
management analyst,United States,,"Summit Federal Services, LLC",Senior Program Management Analyst,"Fort Belvoir, VA",$91K - $128K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.4,"Intercontinental Exchange Holdings, Inc.",Lead Business Analyst,"Atlanta, GA",$90K - $127K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.8,PSI Pax,Senior Management Analyst (2858),United States,,20d,, Management analyst 
management analyst,United States,4.1,Precise Systems,"Program Management Analyst, Journeyman",Patuxent River Naval Air Station,$44K - $111K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.4,KAIROS Inc,"Management Analyst, Senior",Patuxent River Naval Air Station,$115K - $140K (Employer est.),13d,, Management analyst 
management analyst,United States,3.4,AltaMed Health Services Corporation,"Project Manager, Analyst","Commerce, CA",$83K - $103K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.7,Citi,FP & A Lead Analyst - C13 - NEW YORK,"New York, NY",$130K - $195K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.3,Centivo,Core Platform System Lead/Analyst (Multiple Roles),"New York, NY",$90K - $135K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.1,VTG,Senior Project Management Office Analyst,"Washington, DC",$80K - $94K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.2,"TQI Solutions, Inc.",Senior Project Management Analyst,"Norfolk, VA",$85K - $120K (Glassdoor est.),10d,, Management analyst 
management analyst,United States,4.4,"StraCon Services Group, LLC","FMS Management Analyst, Journeyman",Patuxent River Naval Air Station,$65K - $111K (Employer est.),17d,, Management analyst 
management analyst,United States,,SAGCLAY,Lead Business Systems Analyst,Remote,$50.00 - $60.00 Per Hour (Employer est.),24h,, Management analyst 
management analyst,United States,,HII,Project Management Analyst 2,"Wright Patterson AFB, OH",$58K - $84K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.4,AMERICAN SYSTEMS,Mid-Level Analyst Portfolio Manager,"Arlington, VA",$78K - $165K (Employer est.),17d,, Management analyst 
management analyst,United States,3.3,Serco North America,"Senior Acquisition Management Analyst (ECU Acquisition Planner), F-35 Propulsion PMO (Hybrid)","Crystal City, VA",$89K - $128K (Glassdoor est.),14d,, Management analyst 
management analyst,United States,4.0,Fortinet,Sr. Analyst Relations Manager,"Sunnyvale, CA",$140K - $220K (Employer est.),30d+,, Management analyst 
management analyst,United States,,Maymont Homes,Sr. Revenue Management Analyst,"Charleston, SC",,30d+,, Management analyst 
management analyst,United States,3.7,Kiewit Corporation,"KTG- TG Business Analyst, IT Financial Management (ITFM), Software Asset Management Associate","Omaha, NE",$62K - $87K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.1,State of New Mexico,Management Analyst-II (DOT/GO/MODAL #21312),"Santa Fe, NM",$19.82 - $31.71 Per Hour (Employer est.),4d,, Management analyst 
management analyst,United States,3.6,VF Corporation,"Sr. Analyst, Labor Management Data Analytics","Ontario, CA",$70K - $87K (Employer est.),11d,, Management analyst 
management analyst,United States,3.9,State of North Carolina,Hybrid Lead Classification & Compensation Analyst,"Raleigh, NC",$62K - $108K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.2,Avantor,Sr. Sales Analyst - Project Manager,"Radnor, PA",$77K - $129K (Employer est.),12d,, Management analyst 
management analyst,United States,4.4,MindPoint Group,Lead Disaster Recovery / Continuity of Operations Analyst,"Washington, DC",$75K - $110K (Glassdoor est.),11d,, Management analyst 
management analyst,United States,3.9,UST Global,FinTech Lead Business Analyst,"New York, NY",$107K - $161K (Employer est.),30d+,, Management analyst 
management analyst,United States,,X-Caliber Technologies INC.,Senior Project Manager/Business Analyst Microsoft365,"New York, NY",$40.00 - $55.00 Per Hour (Employer est.),4d,, Management analyst 
management analyst,United States,3.7,Citi,Digital PM Lead Analyst - C13 (Hybrid),"Tampa, FL",$126K - $188K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.2,Mastercard,Ediscovery Lead Analyst,"O'Fallon, MO",$107K - $145K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.3,All Native Group,Senior Financial Management Analyst-Contingent upon contract award,"Arlington, VA",$103K - $147K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.8,Carnival Corporation,Sr. CAPEX and Risk Management Financial Analyst,"Miami, FL",,24d,, Management analyst 
management analyst,United States,4.1,JST,Acquisition Consultant/Senior Management Analyst,"Falls Church, VA",$104K - $146K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.4,Molina Healthcare,"Lead Analyst, Virginia Health Plan","Glen Allen, VA",$70K - $136K (Employer est.),3d,, Management analyst 
management analyst,United States,3.6,Western Alliance Bank,Senior Enterprise Risk Management (ERM) Analyst - Issue Management,"Phoenix, AZ",$80K - $121K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,4.1,VSolvit,MANAGEMENT ANALYST 3,"Oxnard, CA",$50.48 - $60.10 Per Hour (Employer est.),30d+,, Management analyst 
management analyst,United States,4.3,"Mayvin, Inc.",Senior Management Analyst,"Alexandria, VA",,13d,, Management analyst 
management analyst,United States,4.1,By Light Professional IT Services LLC,Integration Manager (Business Analyst),Remote,,12d,, Management analyst 
management analyst,United States,2.9,Hatalom,Lead System Analyst,"Twentynine Palms, CA",,5d,, Management analyst 
management analyst,United States,4.2,Bridgewater Bank,Systems Analyst Lead,St Louis Park,$95K - $134K (Employer est.),7d,, Management analyst 
management analyst,United States,4.3,Stanford University,Computing Support Analyst 3 - Technical Lead,"Stanford, CA",$121K - $150K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.8,SELLERS & ASSOCIATES,Management Analyst III,"San Diego, CA",$83K - $122K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.4,The State of Florida,SENIOR MANAGEMENT ANALYST SPVR-SES,"Tallahassee, FL",$4K (Employer est.),24h,, Management analyst 
management analyst,United States,3.6,Peraton,Product Owner/Analyst Lead,United States,$80K - $128K (Employer est.),28d,, Management analyst 
management analyst,United States,3.5,Nationwide IT Services,FAA Senior Business Financial Management Analyst,"Washington, DC",$94K - $131K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.4,Zycus,Manager - Analyst Relations,"Princeton, NJ",$89K - $127K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.7,Citi,Fin Solutions Sr. Lead Analyst - C14 - CHARLOTTE,"Charlotte, NC",$146K - $219K (Employer est.),5d,, Management analyst 
management analyst,United States,4.2,Booz Allen,"Defense Test and Evaluation Policy Analyst, Lead","Arlington, VA",$110K - $250K (Employer est.),3d,, Management analyst 
management analyst,United States,4.1,Bowhead,"Management Analyst, Journeyman",Patuxent River Naval Air Station,,11d,, Management analyst 
management analyst,United States,3.7,BCF Solutions,Acquisition Consultant / Senior Management Analyst (contingent),"Falls Church, VA",$78K - $115K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,4.2,ACT1 Federal,Management Systems Analyst (Journeyman),"Lexington Park, MD",$103K - $116K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.1,Precise Systems,Senior Program Management Analyst,Patuxent River Naval Air Station,$85K - $127K (Employer est.),18d,, Management analyst 
management analyst,United States,3.8,PSI Pax,Senior FMS Program Management Analyst (2837),Patuxent River Naval Air Station,$104K - $145K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,4.1,Precise Systems,"Program Management Analyst, Senior",Patuxent River Naval Air Station,$85K - $127K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.6,Holland America Line Inc,Sr. CAPEX and Risk Management Financial Analyst,"Miami, FL",$64K - $102K (Glassdoor est.),24d,, Management analyst 
management analyst,United States,3.8,Bowhead,"Configuration Management Analyst/ Management Analyst, Journeyman",Patuxent River Naval Air Station,$62K - $90K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.4,NYC Health + Hospitals,Lead Reimbursement & Reporting Analyst,"New York, NY",$80K (Employer est.),12d,, Management analyst 
management analyst,United States,2.6,"VIZIO, Inc.","Senior Analyst, Brand Management - Contractor","Irvine, CA",$40.00 - $76.00 Per Hour (Employer est.),18d,, Management analyst 
management analyst,United States,3.6,The Cigna Group,Client Account Lead Analyst -Cigna Healthcare - Hybrid NYC/NJ,"New York, NY",$65K - $108K (Employer est.),5d,, Management analyst 
management analyst,United States,4.4,City of Columbus,Management Analyst II (EXTENDED) (Vacancies),"Columbus, OH",$35.94 - $53.90 Per Hour (Employer est.),5d,, Management analyst 
management analyst,United States,3.5,Christus Health,Business Systems Analyst Senior - IM Project Management,"Irving, TX",$85K - $108K (Glassdoor est.),24d,, Management analyst 
management analyst,United States,4.2,Frost Bank,RECORDS & INFORMATION MANAGEMENT ANALYST II,"San Antonio, TX",$57K - $84K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,4.4,"Strategic Insight, Ltd.","Ship Design Management Analyst, Mid-Level","Washington, DC",$74K - $114K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.9,Energy Northwest,Project Controls Lead Analyst,"Richland, WA",$119K - $149K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.4,"StraCon Services Group, LLC",Configuration/Management Analyst Senior,Patuxent River Naval Air Station,$98K - $130K (Employer est.),10d,, Management analyst 
management analyst,United States,4.1,KBR,Lead Budget Analyst,"Chevy Chase, MD",$100K - $149K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.9,WR Systems,"Program Analyst, Lead","Norfolk, VA",$59K - $87K (Glassdoor est.),7d,, Management analyst 
management analyst,United States,2.7,MetroPlus Health Plan,Lead Reimbursement & Reporting Analyst,"New York, NY",$80K - $90K (Employer est.),12d,, Management analyst 
management analyst,United States,3.8,Capgemini,Test Analyst - QE Lead,"Shelton, CT",$74K - $103K (Glassdoor est.),24h,, Management analyst 
management analyst,United States,,"Horizon Organic Dairy, LL",Lead Business Systems Analyst,"Broomfield, CO",$125K - $145K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.4,"StraCon Services Group, LLC","Configuration/ Management Analyst, Journeyman",Patuxent River Naval Air Station,$73K - $105K (Employer est.),10d,, Management analyst 
management analyst,United States,3.9,BayCare,Surgical Procedural Supply Analyst Lead,"Tampa, FL",$58K - $88K (Glassdoor est.),11d,, Management analyst 
management analyst,United States,4.1,The Mosaic Company,IT Solutions Analyst Lead,"Riverview, FL",$65K - $90K (Glassdoor est.),6d,, Management analyst 
management analyst,United States,2.6,"VIZIO, Inc.","Senior Analyst, Strategic Account Management","Irvine, CA",$84K - $156K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.7,Citi,Business Analytics Senior Lead Analyst - C14 - TAMPA,"Tampa, FL",$141K - $212K (Employer est.),30d+,, Management analyst 
management analyst,United States,,Castellum Inc,Configuration Management Analyst - Journeyman,"Hollywood, MD",$56K - $80K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,4.1,Precise Systems,"Program Management Analyst, Senior",Patuxent River Naval Air Station,$77K - $127K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.3,"City of Portland, OR",Urban Forestry Division Financial and Administrative Lead (Analyst II - CPPW) Extended,"Portland, OR",$98K - $127K (Employer est.),14d,, Management analyst 
management analyst,United States,3.9,ENGIE North America Inc.,Partnership Management Analyst II,"Houston, TX",$61K - $94K (Employer est.),20d,, Management analyst 
management analyst,United States,3.7,"LIS Solutions, Inc.",All-Source Analyst - RFI Management Focus - Mid-Level,Virginia,,25d,, Management analyst 
management analyst,United States,4.1,Parsons,Senior Configuration Management Analyst,"Fredericksburg, VA",$71K - $123K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.1,Precise Systems,"Configuration Management Analyst, Sr.",Patuxent River Naval Air Station,$85K - $127K (Employer est.),10d,, Management analyst 
management analyst,United States,3.8,DraftKings,"Lead Analyst, Lottery Marketing","Boston, MA",$116K - $145K (Employer est.),4d,, Management analyst 
management analyst,United States,4.4,Southwest Power Pool,"Lead, Senior or Market Design Analyst II - Remote Eligible","Little Rock, AR",$76K - $142K (Employer est.),11d,, Management analyst 
management analyst,United States,2.9,Salt River Pima-Maricopa Indian Community,EHR Support Analyst Supervisor,"Scottsdale, AZ",$107K - $153K (Employer est.),13d,, Management analyst 
management analyst,United States,4.0,"CostQuest Associates, Inc.",Project Manager/Analyst,"Cincinnati, OH",$70K - $80K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.8,"HITACHI ASTEMO AMERICAS, INC.",Lead Strategy Analyst,"Farmington Hills, MI",$105K - $158K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,4.2,"TQI Solutions, Inc.",Management Analyst II,"Norfolk, VA",$70K - $75K (Employer est.),4d,, Management analyst 
management analyst,United States,4.1,Lockheed Martin,Facility Operations Analyst Supervisor,"Fort Walton Beach, FL",,30d+,, Management analyst 
management analyst,United States,3.6,HII,Command Strategic Labs Project Manager (Project Management Analyst 2) - 20153,"Port Hueneme, CA",$62K - $88K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.7,Citi,IT Business Lead Analyst/Project Manager - C13 - JERSEY CITY/NEW YORK,New Jersey,$130K - $195K (Employer est.),27d,, Management analyst 
management analyst,United States,3.7,"Island Creek Associates, LLC","PMA-276 Program Management Analyst, Senior (24-056)",Patuxent River Naval Air Station,$142K - $176K (Employer est.),30d,, Management analyst 
management analyst,United States,3.5,McDonald's Corporation,Senior Analyst - Cybersecurity Operations (Vulnerability Management),"Chicago, IL",$113K - $144K (Employer est.),21d,, Management analyst 
management analyst,United States,4.6,"SGI Global, LLC",Supervisor/Senior Records Analyst,"Washington, DC",$55K - $82K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.9,University of Rochester,Lead Contract Compliance Analyst,"Rochester, NY",$77K - $116K (Employer est.),29d,, Management analyst 
management analyst,United States,3.6,City of San Antonio,Labor Compliance Lead Analyst,"San Antonio, TX",$59K - $87K (Employer est.),17d,, Management analyst 
management analyst,United States,3.3,"Baltimore County, MD",Manager of Safety and Training - Management Analyst IV,"Towson, MD",$84K - $92K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.1,Washington University in St Louis,Analyst Financial/Project Management II (Hybrid) - Faculty Practice Plan,"Saint Louis, MO",$50K - $82K (Employer est.),24d,, Management analyst 
management analyst,United States,3.9,America First Credit Union,Vulnerability Management Analyst II,Texas,,4d,, Management analyst 
management analyst,United States,4.0,City of Austin,Energy Analyst Supervisor (Rates),"Austin, TX",$63.35 Per Hour (Employer est.),19d,, Management analyst 
management analyst,United States,4.5,Princeton University,Lead Visualization & Computational Analyst,"Princeton, NJ",$89K - $136K (Glassdoor est.),24h,, Management analyst 
management analyst,United States,4.3,"City of Laguna Beach, CA",Principal Human Resources Analyst/Senior Management Analyst,"Laguna Beach, CA",$8K - $12K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.5,bet365,Lead Sports Analyst,"Denver, CO",$110K - $135K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.2,Smart-IS International,Project Manager/ Business Analyst,"Oshkosh, WI",$69K - $95K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,4.1,Lockheed Martin,Property Analyst Asc Mgr / Lvl 4 / FL or TX,"Grand Prairie, TX",,30d+,, Management analyst 
management analyst,United States,4.0,"DSG CAPITAL ADVISORS, LLC",Portfolio Manager/Investment Analyst,"Minneapolis, MN",$85K - $115K (Employer est.),21d,, Management analyst 
management analyst,United States,3.1,Neighborhood Health Plan of Rhode Island,Senior Configuration Management Analyst,"Smithfield, RI",$78K - $103K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.7,Citi,Protective Intelligence Lead Analyst,"New York, NY",$142K - $213K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.9,F.N.B. Corp.,Lead Application Analyst - Actimize,"Pittsburgh, PA",$87K - $125K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.0,Cognizant,Lead Support Analyst - ServiceNow,"Boston, MA",$114K - $154K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.5,Cordova Recreation and Park District,Senior Management Analyst - Parks & Recreation,"Rancho Cordova, CA",$92K - $118K (Employer est.),10d,, Management analyst 
management analyst,United States,4.5,Implementation Engineers,Lead Analyst,Michigan,,23d,, Management analyst 
management analyst,United States,3.2,Metrea Management LLC,Lead Operations Research Analyst,"Washington, DC",$91K - $149K (Glassdoor est.),13d,, Management analyst 
management analyst,United States,2.8,Benchmark Education Company LLC,Business Operations Analyst/Manager,"New Rochelle, NY",$105K - $150K (Employer est.),26d,, Management analyst 
management analyst,United States,,iN2STEM Solutions Inc,SR Acquisition Management Analyst,"Crystal City, VA",$91K - $135K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.6,M&T Bank,Senior Infrastructure Analyst - EUC Software Management,"Buffalo, NY",$72K - $120K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.4,"M.C. Dean, Inc","Management Analyst 2 - Norfolk, VA","Norfolk, VA",$66K - $109K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,2.3,Mississippi State Personnel Board,Lead Auditor Analyst,"Lynchburg, Hinds, MS",$54K - $65K (Employer est.),24h,, Management analyst 
management analyst,United States,3.5,Nelnet,Firstmark Analyst Supervisor,"Lincoln, NE",$50K - $70K (Employer est.),19d,, Management analyst 
management analyst,United States,4.1,VTG,Management Analyst II,"California, MD",$61K - $83K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.0,Weber-Stephen Products LLC,Sr. IT Analyst- Transportation Management,"Palatine, IL",$148K - $167K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.2,Concord USA,Lead Business Intelligence Analyst,"Kansas City, MO",$95K - $115K (Employer est.),10d,, Management analyst 
management analyst,United States,4.3,Valens Global,"Senior Analyst, Project Manager","Washington, DC",$90K - $128K (Glassdoor est.),21d,, Management analyst 
management analyst,United States,3.8,McLaughlin Research Corp,MANAGEMENT ANALYST- III-JD2,"Newport, RI",$70K - $99K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.3,Aveshka Inc,Sr. Management Analyst (Technical Writer),"Vienna, VA",$80K - $127K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,3.1,State of New Mexico,Management Analyst-III (DOT/GO/BUS #18611),"Santa Fe, NM",$23.07 - $36.91 Per Hour (Employer est.),19d,, Management analyst 
management analyst,United States,4.2,"The Andersons, Inc.",Senior Analyst - SAP Transportation Management,"Maumee, OH",$73K - $108K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,4.0,Synovus,Financial Analyst or Senior - Stress Testing & Capital Management,"Columbus, GA",$56K - $89K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,,C&C International,General Clerk II - Document Management Analyst I - Document Management Analyst,"Washington, DC",,30d+,, Management analyst 
management analyst,United States,3.8,DraftKings,"Lead Analyst, Sports Marketing","Boston, MA",$116K - $145K (Employer est.),10d,, Management analyst 
management analyst,United States,3.2,Western & Southern Financial Group,Servicenow Configuration Management Data Base Analyst II,"Cincinnati, OH",$83K - $119K (Glassdoor est.),3d,, Management analyst 
management analyst,United States,,Evergreen Goodwill,Program Analyst Manager,"Seattle, WA",$65K - $80K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.0,Diaconia LLC,"Financial Manager, Journeyman - Financial Management Analyst, Journeyman","Warner Robins, GA",$50K - $60K (Employer est.),12d,, Management analyst 
management analyst,United States,2.0,Hawaii Community Foundation,Sr. Project Manager and Business Analyst,"Wailuku, HI",$92K - $121K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.6,City of San Antonio,Senior Management Analyst (Children and Youth Success),"San Antonio, TX",$59K - $87K (Employer est.),13d,, Management analyst 
management analyst,United States,3.8,SELLERS & ASSOCIATES,Sr Management Analyst,"Dahlgren, VA",$75K - $106K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,,Bow Wave LLC,Program Management Specialist II (Data Analyst) - NoVA - TS required to apply,"Chantilly, VA",$80K - $92K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.0,Diaconia LLC,"Financial Manager, Senior - Financial Management Analyst, Senior","Warner Robins, GA",$60K - $75K (Employer est.),24d,, Management analyst 
management analyst,United States,3.9,MAG Aerospace,"Senior Life Cycle Logistics Management Analyst (Fort Belvoir, VA)","Fort Belvoir, VA",$70K - $130K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.8,New York State Technology Enterprise Cor,Principal Consultant - Senior Vulnerability Management Engineer/Analyst,"New York, NY",$121K - $167K (Employer est.),24h,, Management analyst 
management analyst,United States,2.7,City of Independence,City Manager - Budget Analyst,"Independence, MO",$67K - $78K (Employer est.),24h,, Management analyst 
management analyst,United States,3.5,State of Maine,Management Analyst II,"Augusta, ME",$52K - $72K (Employer est.),3d,, Management analyst 
management analyst,United States,3.6,HII,Civilian Personnel Program Specialist (Project Management Analyst 2) 21223,"Eglin AFB, FL",$56K - $75K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.3,Glovis America Inc,Senior Analyst - Accounting and Asset Management Operations,"Duluth, GA",$55K - $60K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.6,Dematic Corp.,"Sr. Analyst, Solution Management - Robotic Systems Development","Holland, MI",$101K - $147K (Employer est.),30d+,, Management analyst 
management analyst,United States,4.1,TCI,Sr Management Analyst,"Newport, RI",$96K - $137K (Glassdoor est.),21d,, Management analyst 
management analyst,United States,4.0,Heluna Health,"Staff Analyst, SRAP Project Manager","Los Angeles, CA",$7K - $10K (Employer est.),30d+,, Management analyst 
management analyst,United States,3.8,NielsenIQ,"Lead Research Consultant/Analyst, Consumer Data Insights, Data Feeds (Hybrid)","New York, NY",$77K - $118K (Employer est.),20d,, Management analyst 
management analyst,United States,3.4,Strategic Data Systems,Management Analyst II,"Newport, RI",$70K - $97K (Glassdoor est.),30d+,, Management analyst 
management analyst,United States,,GenTech Associates,Lead Business Analyst,"Richmond, VA",$55.00 - $58.00 Per Hour (Employer est.),6d,, Management analyst 
management analyst,United States,2.9,MBI Digital,Lead Analyst - Google Dialogue Flow,United States,,30d+,, Management analyst 
